host_time_s,chA_raw,chB_env
1784660001.0511,497,3055
1784660001.0537,484,3065
1784660001.0561,492,3038
1784660001.0587,495,3051
1784660001.0613,498,3027
1784660001.0641,512,3049
1784660001.0664,490,3064
1784660001.0687,496,3057
1784660001.0709,503,3075
1784660001.0732,492,3054
1784660001.0759,499,3053
1784660001.0785,490,3057
1784660001.0809,493,3062
1784660001.0836,508,3062
1784660001.0861,492,3066
1784660001.0888,496,3043
1784660001.0911,500,3055
1784660001.0935,502,3071
1784660001.0959,496,3057
1784660001.0987,504,3052
1784660001.1012,494,3072
1784660001.1038,492,3047
1784660001.1062,498,3053
1784660001.1088,496,3056
1784660001.1112,497,3045
1784660001.1135,497,3061
1784660001.1163,499,3027
1784660001.1190,495,3058
1784660001.1213,505,3034
1784660001.1236,500,3072
1784660001.1263,494,3054
1784660001.1290,485,3051
1784660001.1318,509,3060
1784660001.1346,503,3048
1784660001.1372,502,3044
1784660001.1399,499,3047
1784660001.1425,503,3059
1784660001.1453,487,3066
1784660001.1480,501,3073
1784660001.1502,496,3056
1784660001.1528,574,3052
1784660001.1551,492,3054
1784660001.1574,503,3034
1784660001.1596,486,3057
1784660001.1623,507,3056
1784660001.1647,499,3051
1784660001.1672,502,3037
1784660001.1694,490,3043
1784660001.1717,501,3060
1784660001.1740,492,3049
1784660001.1763,490,3055
1784660001.1790,498,3077
1784660001.1813,500,3044
1784660001.1841,501,3060
1784660001.1865,496,3048
1784660001.1889,503,3082
1784660001.2283,504,3050
1784660001.2309,503,3048
1784660001.2334,499,3051
1784660001.2360,495,3063
1784660001.2386,493,3055
1784660001.2411,498,3042
1784660001.2439,503,3051
1784660001.2464,500,3068
1784660001.2490,492,3041
1784660001.2517,502,3024
1784660001.2540,511,3064
1784660001.2567,497,3046
1784660001.2591,503,3055
1784660001.2613,504,3047
1784660001.2641,503,3055
1784660001.2667,499,3053
1784660001.2691,489,3058
1784660001.2715,508,3044
1784660001.2743,485,3061
1784660001.2769,508,3044
1784660001.2797,493,3036
1784660001.2819,495,3059
1784660001.2844,492,3079
1784660001.2868,504,3050
1784660001.2891,490,3051
1784660001.2918,503,3044
1784660001.2943,543,3068
1784660001.2969,498,3030
1784660001.2995,502,3080
1784660001.3020,497,3064
1784660001.3045,507,3050
1784660001.3067,484,3045
1784660001.3095,493,3050
1784660001.3122,499,3066
1784660001.3149,500,3054
1784660001.3172,491,3051
1784660001.3195,488,3033
1784660001.3222,494,3013
1784660001.3245,507,3058
1784660001.3270,493,3039
1784660001.3298,491,3071
1784660001.3322,496,3057
1784660001.3345,498,3056
1784660001.3371,491,3029
1784660001.3396,502,3045
1784660001.3424,497,3036
1784660001.3448,492,3040
1784660001.3474,506,3042
1784660001.3496,496,3026
1784660001.3521,500,3038
1784660001.3546,503,3058
1784660001.3570,494,3042
1784660001.3597,497,3037
1784660001.3622,496,3039
1784660001.3650,507,3045
1784660001.3676,501,3049
1784660001.3700,506,3067
1784660001.3728,495,3050
1784660001.3753,506,3051
1784660001.3776,495,3066
1784660001.3800,495,3048
1784660001.3826,504,3042
1784660001.3850,496,3046
1784660001.3878,498,3051
1784660001.3901,505,3036
1784660001.3923,492,3057
1784660001.3945,498,3056
1784660001.3968,512,3050
1784660001.3996,486,3048
1784660001.4022,489,3036
1784660001.4047,490,3039
1784660001.4074,497,3030
1784660001.4101,503,3063
1784660001.4125,502,3065
1784660001.4153,509,3041
1784660001.4180,494,3052
1784660001.4203,495,3028
1784660001.4230,501,3039
1784660001.4255,500,3055
1784660001.4279,506,3050
1784660001.4304,500,3057
1784660001.4329,500,3054
1784660001.4354,502,3040
1784660001.4382,498,3050
1784660001.4409,502,3065
1784660001.4435,492,3033
1784660001.4458,493,3052
1784660001.4482,491,3047
1784660001.4504,486,3054
1784660001.4531,483,3035
1784660001.4555,493,3071
1784660001.4578,498,3035
1784660001.4604,502,3057
1784660001.4628,493,3058
1784660001.4653,497,3013
1784660001.4679,498,3072
1784660001.4706,494,3050
1784660001.4732,564,3041
1784660001.4756,496,3056
1784660001.4781,485,3049
1784660001.4808,507,3044
1784660001.4835,498,3052
1784660001.4862,503,3039
1784660001.4888,490,3061
1784660001.4915,501,3022
1784660001.4942,492,3049
1784660001.4967,498,3060
1784660001.4991,503,3034
1784660001.5013,492,3052
1784660001.5036,498,3050
1784660001.5060,499,3042
1784660001.5082,502,3028
1784660001.5109,503,3045
1784660001.5137,492,3055
1784660001.5163,494,3063
1784660001.5190,501,3054
1784660001.5212,499,3053
1784660001.5237,489,3056
1784660001.5259,499,3018
1784660001.5282,509,3047
1784660001.5307,488,3094
1784660001.5331,496,3055
1784660001.5356,496,3064
1784660001.5382,497,3054
1784660001.5406,505,3041
1784660001.5431,504,3044
1784660001.5455,491,3067
1784660001.5483,496,3063
1784660001.5510,502,3047
1784660001.5533,508,3050
1784660001.5556,492,3047
1784660001.5580,498,3052
1784660001.5605,510,3048
1784660001.5630,500,3042
1784660001.5652,496,3053
1784660001.5678,506,3068
1784660001.5705,501,3028
1784660001.5731,501,3047
1784660001.5753,502,3061
1784660001.5780,497,3065
1784660001.5807,498,3036
1784660001.5830,489,3061
1784660001.5856,495,3053
1784660001.5882,483,3050
1784660001.5907,497,3053
1784660001.5934,507,3051
1784660001.5958,501,3055
1784660001.5981,497,3049
1784660001.6004,503,3056
1784660001.6029,487,3069
1784660001.6055,497,3038
1784660001.6079,496,3050
1784660001.6105,493,3067
1784660001.6127,500,3080
1784660001.6152,498,3066
1784660001.6178,503,3053
1784660001.6202,500,3037
1784660001.6227,505,3059
1784660001.6251,499,3044
1784660001.6275,492,3052
1784660001.6301,506,3040
1784660001.6328,501,3040
1784660001.6353,502,3044
1784660001.6377,493,3047
1784660001.6402,500,3059
1784660001.6426,502,3026
1784660001.6453,497,3043
1784660001.6478,491,3072
1784660001.6506,496,3063
1784660001.6533,502,3055
1784660001.6555,488,3043
1784660001.6578,512,3038
1784660001.6604,488,3074
1784660001.6631,502,3040
1784660001.6656,499,3053
1784660001.6678,483,3028
1784660001.6701,493,3050
1784660001.6791,493,3054
1784660001.6815,506,3065
1784660001.6841,507,3040
1784660001.6867,494,3060
1784660001.6894,508,3047
1784660001.6916,492,3037
1784660001.6942,501,3056
1784660001.6967,502,3046
1784660001.6991,502,3043
1784660001.7017,495,3064
1784660001.7042,493,3044
1784660001.7065,506,3062
1784660001.7276,501,3037
1784660001.7304,495,3058
1784660001.7328,499,3033
1784660001.7355,492,3039
1784660001.7378,500,3076
1784660001.7402,504,3057
1784660001.7426,501,3043
1784660001.7450,496,3062
1784660001.7472,493,3055
1784660001.7496,496,3053
1784660001.7523,492,3082
1784660001.7547,495,3063
1784660001.7575,492,3050
1784660001.7602,489,3024
1784660001.7627,488,3040
1784660001.7652,494,3045
1784660001.7679,495,3045
1784660001.7702,491,3058
1784660001.7726,503,3061
1784660001.7748,502,3050
1784660001.7774,498,3046
1784660001.7799,511,3029
1784660001.7826,491,3045
1784660001.7854,495,3038
1784660001.7880,499,3054
1784660001.7907,492,3030
1784660001.7934,498,3040
1784660001.7958,496,3035
1784660001.7985,499,3051
1784660001.8010,511,3040
1784660001.8037,499,3072
1784660001.8060,500,3043
1784660001.8086,494,3082
1784660001.8114,488,3052
1784660001.8139,503,3034
1784660001.8164,502,3046
1784660001.8189,501,3041
1784660001.8215,496,3029
1784660001.8240,499,3070
1784660001.8266,501,3045
1784660001.8294,499,3062
1784660001.8320,500,3055
1784660001.8344,499,3017
1784660001.8368,505,3031
1784660001.8395,497,3050
1784660001.8417,495,3074
1784660001.8444,490,3054
1784660001.8471,504,3048
1784660001.8497,507,3045
1784660001.8519,491,3048
1784660001.8543,494,3042
1784660001.8570,495,3062
1784660001.8596,494,3050
1784660001.8619,487,3034
1784660001.8643,493,3037
1784660001.8671,496,3060
1784660001.8694,499,3090
1784660001.8720,507,3070
1784660001.8742,507,3057
1784660001.8765,496,3055
1784660001.8791,503,3054
1784660001.8813,495,3054
1784660001.8835,507,3065
1784660001.8860,499,3050
1784660001.8883,490,3058
1784660001.8910,492,3057
1784660001.8936,496,3056
1784660001.8961,506,3051
1784660001.8986,505,3059
1784660001.9012,488,3067
1784660001.9038,496,3034
1784660001.9062,508,3056
1784660001.9085,490,3056
1784660001.9109,491,3047
1784660001.9134,500,3053
1784660001.9160,495,3052
1784660001.9183,487,3052
1784660001.9208,503,3040
1784660001.9231,496,3028
1784660001.9256,494,3085
1784660001.9278,500,3064
1784660001.9300,498,3050
1784660001.9324,501,3053
1784660001.9349,502,3084
1784660001.9375,499,3062
1784660001.9401,498,3035
1784660001.9429,491,3069
1784660001.9451,497,3075
1784660001.9478,503,3050
1784660001.9659,505,3056
1784660001.9681,504,3048
1784660001.9709,489,3018
1784660001.9732,495,3058
1784660001.9757,499,3057
1784660001.9781,491,3035
1784660001.9808,505,3025
1784660001.9830,493,3054
1784660001.9853,490,3060
1784660001.9875,502,3036
1784660001.9902,509,3074
1784660001.9926,498,3041
1784660001.9952,498,3055
1784660001.9975,491,3048
1784660001.9999,499,3025
1784660002.0026,492,3065
1784660002.0053,504,3052
1784660002.0076,495,3054
1784660002.0103,496,3058
1784660002.0126,489,3011
1784660002.0149,501,3059
1784660002.0175,493,3071
1784660002.0202,501,3071
1784660002.0229,502,3043
1784660002.0257,544,3048
1784660002.0283,501,3036
1784660002.0310,498,3056
1784660002.0332,495,3043
1784660002.0359,485,3045
1784660002.0386,500,3037
1784660002.0410,491,3066
1784660002.0436,505,3054
1784660002.0459,501,3046
1784660002.0482,490,3051
1784660002.0508,507,3044
1784660002.0536,503,3045
1784660002.0558,496,3054
1784660002.0581,501,3051
1784660002.0607,497,3055
1784660002.0630,500,3053
1784660002.0655,499,3041
1784660002.0678,501,3051
1784660002.0702,506,3042
1784660002.0729,490,3049
1784660002.0753,502,3030
1784660002.0780,506,3057
1784660002.0803,487,3057
1784660002.0830,503,3054
1784660002.0854,494,3038
1784660002.0880,505,3038
1784660002.0907,497,3073
1784660002.0932,505,3050
1784660002.0957,484,3041
1784660002.0983,488,3057
1784660002.1010,576,3036
1784660002.1034,484,3055
1784660002.1056,510,3036
1784660002.1082,485,3050
1784660002.1108,504,3071
1784660002.1132,500,3067
1784660002.1159,505,3057
1784660002.1186,496,3058
1784660002.1213,511,3025
1784660002.1240,491,3064
1784660002.1267,502,3048
1784660002.1295,488,3022
1784660002.1317,490,3062
1784660002.1345,500,3032
1784660002.1368,489,3041
1784660002.1394,504,3078
1784660002.1422,499,3037
1784660002.1446,499,3065
1784660002.1470,499,3079
1784660002.1496,498,3033
1784660002.1520,498,3056
1784660002.1542,552,3055
1784660002.1568,494,3064
1784660002.1595,508,3034
1784660002.1618,496,3042
1784660002.1643,495,3055
1784660002.1669,497,3065
1784660002.1695,497,3036
1784660002.1720,499,3037
1784660002.1747,505,3048
1784660002.1771,501,3048
1784660002.1793,502,3062
1784660002.1820,497,3052
1784660002.1843,502,3059
1784660002.1866,493,3034
1784660002.1893,501,3047
1784660002.1918,499,3058
1784660002.1942,491,3061
1784660002.1967,508,3033
1784660002.1993,508,3042
1784660002.2015,502,3037
1784660002.2041,494,3035
1784660002.2064,498,3068
1784660002.2091,500,3055
1784660002.2117,492,3057
1784660002.2141,500,3038
1784660002.2164,499,3036
1784660002.2190,499,3031
1784660002.2214,503,3048
1784660002.2241,497,3043
1784660002.2267,498,3040
1784660002.2292,494,3073
1784660002.2315,500,3058
1784660002.2342,497,3050
1784660002.2369,497,3041
1784660002.2392,491,3063
1784660002.2419,508,3016
1784660002.2446,487,3034
1784660002.2471,507,3068
1784660002.2494,496,3061
1784660002.2521,493,3093
1784660002.2548,503,3055
1784660002.2573,501,3051
1784660002.2596,503,3051
1784660002.2620,494,3059
1784660002.2647,510,3069
1784660002.2670,494,3039
1784660002.2694,499,3055
1784660002.2716,497,3090
1784660002.2741,498,3165
1784660002.2765,490,3184
1784660002.2790,496,3207
1784660002.2813,499,3230
1784660002.2837,499,3261
1784660002.2862,491,3296
1784660002.2888,498,3338
1784660002.2912,508,3323
1784660002.2935,488,3368
1784660002.3807,489,3364
1784660002.3834,500,3445
1784660002.3857,492,3394
1784660002.3884,495,3421
1784660002.3907,492,3449
1784660002.3932,489,3501
1784660002.3957,498,3477
1784660002.3981,493,3559
1784660002.4005,497,3599
1784660002.4029,502,3549
1784660002.4053,495,3515
1784660002.4077,493,3582
1784660002.4101,490,3562
1784660002.4129,497,3615
1784660002.4154,503,3663
1784660002.4178,492,3672
1784660002.4200,505,3622
1784660002.4228,494,3532
1784660002.4256,495,3672
1784660002.4283,493,3560
1784660002.4306,499,3762
1784660002.4333,493,3700
1784660002.4358,500,3682
1784660002.4382,504,3718
1784660002.4409,499,3699
1784660002.4437,495,3635
1784660002.4460,503,3597
1784660002.4484,496,3725
1784660002.4512,499,3664
1784660002.4536,503,3716
1784660002.4562,504,3728
1784660002.4584,503,3811
1784660002.4610,501,3764
1784660002.4635,499,3708
1784660002.4658,496,3719
1784660002.4683,493,3735
1784660002.4706,512,3699
1784660002.4733,508,3713
1784660002.4756,495,3661
1784660002.4782,492,3704
1784660002.4807,495,3806
1784660002.4830,495,3836
1784660002.4854,496,3702
1784660002.4881,507,3828
1784660002.4903,494,3742
1784660002.4931,496,3729
1784660002.5812,499,3792
1784660002.5838,495,3877
1784660002.5861,487,3705
1784660002.5885,501,3817
1784660002.5912,497,3794
1784660002.5940,508,3752
1784660002.5962,500,3866
1784660002.5984,506,3803
1784660002.6010,498,3726
1784660002.6035,496,3791
1784660002.6060,507,3755
1784660002.6087,495,3834
1784660002.6113,489,3789
1784660002.6138,505,3880
1784660002.6164,490,3911
1784660002.6189,490,3812
1784660002.6213,495,3801
1784660002.6241,497,3699
1784660002.6264,491,3848
1784660002.6290,499,3809
1784660002.6317,502,3765
1784660002.6343,490,3776
1784660002.6369,506,3765
1784660002.6396,494,3777
1784660002.6421,498,3746
1784660002.6444,504,3874
1784660002.6471,495,3740
1784660002.6494,504,3825
1784660002.6517,497,3852
1784660002.6542,505,3774
1784660002.6566,502,3809
1784660002.6594,492,3778
1784660002.6620,495,3817
1784660002.6647,499,3861
1784660002.6670,502,3786
1784660002.6697,499,3809
1784660002.6724,500,3881
1784660002.6747,573,3889
1784660002.6771,486,3828
1784660002.6794,498,3797
1784660002.6820,496,3749
1784660002.6845,510,3788
1784660002.7647,497,3803
1784660002.7670,479,3738
1784660002.7695,499,3719
1784660002.7720,501,3840
1784660002.8549,492,3852
1784660002.8571,499,3892
1784660002.8598,502,3810
1784660002.8624,495,3795
1784660002.8652,495,3873
1784660002.8677,496,3867
1784660002.8701,505,3916
1784660002.8725,500,3803
1784660002.8751,500,3856
1784660002.8779,508,3785
1784660002.8804,508,3799
1784660002.8827,510,3807
1784660002.8851,507,3856
1784660002.8875,487,3795
1784660002.8901,488,3833
1784660002.8927,498,3723
1784660002.8955,494,3804
1784660002.8981,488,3844
1784660002.9007,493,3778
1784660002.9032,497,3792
1784660002.9056,499,3814
1784660002.9083,506,3818
1784660002.9107,494,3790
1784660002.9133,502,3863
1784660002.9158,497,3894
1784660002.9181,492,3814
1784660002.9205,493,3767
1784660002.9228,494,3820
1784660002.9250,495,3738
1784660002.9273,493,3766
1784660002.9296,487,3795
1784660002.9322,498,3772
1784660002.9346,494,3788
1784660002.9372,499,3764
1784660002.9395,505,3747
1784660002.9418,502,3759
1784660002.9445,493,3739
1784660002.9470,509,3739
1784660002.9494,499,3775
1784660002.9520,502,3842
1784660002.9548,506,3794
1784660002.9575,499,3816
1784660002.9598,503,3798
1784660002.9621,495,3772
1784660002.9647,500,3708
1784660002.9671,502,3801
1784660002.9694,487,3780
1784660002.9722,496,3805
1784660002.9747,493,3816
1784660002.9774,502,3849
1784660002.9796,496,3692
1784660002.9821,501,3845
1784660002.9843,502,3830
1784660002.9867,496,3803
1784660002.9892,499,3904
1784660002.9918,490,3792
1784660002.9944,493,3799
1784660002.9967,490,3715
1784660002.9991,502,3836
1784660003.0017,493,3800
1784660003.0043,497,3780
1784660003.0068,506,3803
1784660003.0093,491,3640
1784660003.0120,500,3805
1784660003.0143,497,3683
1784660003.0171,497,3888
1784660003.0196,495,3828
1784660003.0219,493,3774
1784660003.0246,509,3703
1784660003.0271,499,3836
1784660003.0296,504,3829
1784660003.0319,490,3738
1784660003.0346,495,3794
1784660003.0369,503,3797
1784660003.0392,491,3843
1784660003.0417,494,3776
1784660003.0443,501,3804
1784660003.0471,499,3799
1784660003.0496,494,3952
1784660003.0522,492,3805
1784660003.0547,492,3808
1784660003.0570,492,3838
1784660003.0597,486,3754
1784660003.0625,492,3890
1784660003.1124,502,3861
1784660003.1151,496,3736
1784660003.1176,499,3804
1784660003.1199,502,3717
1784660003.1222,497,3828
1784660003.1248,503,3862
1784660003.1274,505,3799
1784660003.1300,495,3804
1784660003.1326,495,3781
1784660003.1351,498,3793
1784660003.1379,498,3841
1784660003.1401,493,3797
1784660003.1425,491,3784
1784660003.1448,496,3799
1784660003.1475,494,3762
1784660003.1500,480,3784
1784660003.1524,502,3778
1784660003.1548,498,3780
1784660003.1574,497,3831
1784660003.1602,498,3778
1784660003.1630,491,3819
1784660003.1653,485,3797
1784660003.1676,509,3794
1784660003.1699,494,3885
1784660003.1726,494,3659
1784660003.1752,501,3756
1784660003.1776,502,3849
1784660003.1802,498,3802
1784660003.1827,498,3855
1784660003.1850,532,3772
1784660003.1873,498,3756
1784660003.1897,487,3883
1784660003.1919,499,3822
1784660003.1941,494,3747
1784660003.1965,498,3715
1784660003.1988,499,3812
1784660003.2012,498,3784
1784660003.2038,495,3815
1784660003.2066,487,3833
1784660003.2090,500,3784
1784660003.2113,501,3827
1784660003.2139,503,3757
1784660003.2164,505,3792
1784660003.2188,493,3829
1784660003.2213,496,3885
1784660003.2239,504,3881
1784660003.2267,503,3876
1784660003.2294,493,3788
1784660003.2317,495,3836
1784660003.2339,506,3702
1784660003.2366,495,3925
1784660003.2391,506,3757
1784660003.2416,494,3766
1784660003.2443,504,3818
1784660003.2466,497,3758
1784660003.2490,491,3906
1784660003.2513,505,3891
1784660003.2538,502,3818
1784660003.2565,498,3758
1784660003.2591,496,3818
1784660003.2618,500,3778
1784660003.2641,507,3787
1784660003.2665,500,3677
1784660003.2692,505,3809
1784660003.2719,496,3760
1784660003.2746,492,3831
1784660003.2774,507,3760
1784660003.2801,503,3635
1784660003.2825,490,3817
1784660003.2847,484,3788
1784660003.2870,494,3810
1784660003.2896,500,3800
1784660003.2921,505,3799
1784660003.2945,513,3806
1784660003.2973,496,3707
1784660003.3000,490,3776
1784660003.3026,492,3762
1784660003.3052,497,3752
1784660003.3077,500,3763
1784660003.3099,499,3741
1784660003.3123,508,3833
1784660003.3146,494,3807
1784660003.3168,498,3746
1784660003.3196,497,3768
1784660003.3222,498,3727
1784660003.3247,498,3746
1784660003.3275,499,3767
1784660003.3298,498,3779
