host_time_s,chA_raw,chB_env,env,intent
1784847577.3500,0,0,10,0
1784847577.3521,0,0,10,0
1784847577.3542,0,0,10,0
1784847577.3563,0,0,10,0
1784847577.3584,0,0,10,0
1784847577.3605,0,0,10,0
1784847577.3626,0,0,10,0
1784847577.3647,0,0,10,0
1784847577.3668,0,0,10,0
1784847577.3689,0,0,10,0
1784847577.3710,0,0,10,0
1784847577.3731,0,0,10,0
1784847577.3752,0,0,10,0
1784847577.3773,0,0,10,0
1784847577.3794,0,0,10,0
1784847577.3815,0,0,10,0
1784847577.3836,0,0,10,0
1784847577.3857,0,0,10,0
1784847577.3878,0,0,10,0
1784847577.3898,0,0,10,0
1784847577.3919,0,0,10,0
1784847577.3940,0,0,10,0
1784847577.3961,0,0,10,0
1784847577.3982,0,0,10,0
1784847577.4003,0,0,10,0
1784847577.4024,0,0,10,0
1784847577.4045,0,0,10,0
1784847577.4066,0,0,10,0
1784847577.4087,0,0,10,0
1784847577.4108,0,0,10,0
1784847577.4129,0,0,10,0
1784847577.4150,0,0,10,0
1784847577.4171,0,0,10,0
1784847577.4192,0,0,10,0
1784847577.4213,0,0,10,0
1784847577.4234,0,0,10,0
1784847577.4255,0,0,10,0
1784847577.4276,0,0,10,0
1784847577.4297,0,0,10,0
1784847577.4318,0,0,10,0
1784847577.4339,0,0,10,0
1784847577.4360,0,0,10,0
1784847577.4381,0,0,10,0
1784847577.4402,0,0,10,0
1784847577.4423,0,0,10,0
1784847577.4444,0,0,10,0
1784847577.4465,0,0,10,0
1784847577.4486,0,0,10,0
1784847577.4491,0,0,10,0
1784847577.4495,0,0,10,0
1784847577.4500,0,0,10,0
1784847577.4505,0,0,10,0
1784847577.4510,0,0,10,0
1784847577.4515,0,0,10,0
1784847577.4535,0,0,10,0
1784847577.4556,0,0,10,0
1784847577.4576,0,0,10,0
1784847577.4597,0,0,10,0
1784847577.4618,0,0,10,0
1784847577.4638,0,0,10,0
1784847577.4658,0,0,10,0
1784847577.4678,0,0,10,0
1784847577.4697,0,0,10,0
1784847577.4717,0,0,10,0
1784847577.4736,0,0,10,0
1784847577.4756,0,0,10,0
1784847577.4776,0,0,10,0
1784847577.4795,0,0,10,0
1784847577.4815,0,0,10,0
1784847577.4835,0,0,10,0
1784847577.4855,0,0,10,0
1784847577.4875,0,0,10,0
1784847577.4895,0,0,10,0
1784847577.4913,0,0,10,0
1784847577.4930,0,0,10,0
1784847577.4948,0,0,10,0
1784847577.4966,0,0,10,0
1784847577.4984,0,0,10,0
1784847577.5001,0,0,10,0
1784847577.5019,0,0,10,0
1784847577.5042,0,0,10,0
1784847577.5064,0,0,10,0
1784847577.5087,0,0,10,0
1784847577.5110,0,0,10,0
1784847577.5132,0,0,10,0
1784847577.5155,0,0,10,0
1784847577.5217,0,0,10,0
1784847577.5279,0,0,10,0
1784847577.5341,0,0,10,0
1784847577.5403,0,0,10,0
1784847577.5465,0,0,10,0
1784847577.5528,0,0,10,0
1784847577.5535,0,0,10,0
1784847577.5542,0,0,10,0
1784847577.5550,0,0,10,0
1784847577.5557,0,0,10,0
1784847577.5565,0,0,10,0
1784847577.5572,0,0,10,0
1784847577.5580,0,0,10,0
1784847577.5587,0,0,10,0
1784847577.5595,0,0,10,0
1784847577.5602,0,0,10,0
1784847577.5609,0,0,10,0
1784847577.5617,0,0,10,0
1784847577.5624,0,0,10,0
1784847577.5634,0,0,10,0
1784847577.5643,0,0,10,0
1784847577.5653,0,0,10,0
1784847577.5662,0,0,10,0
1784847577.5672,0,0,10,0
1784847577.5681,0,0,10,0
1784847577.5691,0,0,10,0
1784847577.5726,0,0,10,0
1784847577.5762,0,0,10,0
1784847577.5797,0,0,10,0
1784847577.5833,0,0,10,0
1784847577.5868,0,0,10,0
1784847577.5904,0,0,10,0
1784847577.5906,0,0,10,0
1784847577.5908,0,0,10,0
1784847577.5911,0,0,10,0
1784847577.5913,0,0,10,0
1784847577.5915,0,0,10,0
1784847577.5918,0,0,10,0
1784847577.5944,0,0,10,0
1784847577.5971,0,0,10,0
1784847577.5998,0,0,10,0
1784847577.6025,0,0,10,0
1784847577.6052,0,0,10,0
1784847577.6078,0,0,10,0
1784847577.6105,0,0,10,0
1784847577.6168,0,0,10,0
1784847577.6230,0,0,10,0
1784847577.6292,0,0,10,0
1784847577.6355,0,0,10,0
1784847577.6417,0,0,10,0
1784847577.6480,0,0,10,0
1784847577.6487,0,0,10,0
1784847577.6495,0,0,10,0
1784847577.6502,0,0,10,0
1784847577.6510,0,0,10,0
1784847577.6517,0,0,10,0
1784847577.6525,0,0,10,0
1784847577.6532,0,0,10,0
1784847577.6540,0,0,10,0
1784847577.6547,0,0,10,0
1784847577.6555,0,0,10,0
1784847577.6562,0,0,10,0
1784847577.6570,0,0,10,0
1784847577.6577,0,0,10,0
1784847577.6579,0,0,10,0
1784847577.6581,0,0,10,0
1784847577.6583,0,0,10,0
1784847577.6585,0,0,10,0
1784847577.6587,0,0,10,0
1784847577.6589,0,0,10,0
1784847577.6612,0,0,10,0
1784847577.6634,0,0,10,0
1784847577.6657,0,0,10,0
1784847577.6680,0,0,10,0
1784847577.6703,0,0,10,0
1784847577.6725,0,0,10,0
1784847577.6748,0,0,10,0
1784847577.6763,0,0,10,0
1784847577.6777,0,0,10,0
1784847577.6791,0,0,10,0
1784847577.6806,0,0,10,0
1784847577.6820,0,0,10,0
1784847577.6834,0,0,10,0
1784847577.6857,0,0,10,0
1784847577.6880,0,0,10,0
1784847577.6903,0,0,10,0
1784847577.6926,0,0,10,0
1784847577.6949,0,0,10,0
1784847577.6972,0,0,10,0
1784847577.6995,0,0,10,0
1784847577.7017,0,0,10,0
1784847577.7038,0,0,10,0
1784847577.7060,0,0,10,0
1784847577.7081,0,0,10,0
1784847577.7103,0,0,10,0
1784847577.7124,0,0,10,0
1784847577.7146,0,0,10,0
1784847577.7167,0,0,10,0
1784847577.7189,0,0,10,0
1784847577.7211,0,0,10,0
1784847577.7232,0,0,10,0
1784847577.7254,0,0,10,0
1784847577.7338,0,0,9,0
1784847577.7347,0,0,9,0
1784847577.7357,0,0,9,0
1784847577.7366,0,0,9,0
1784847577.7376,0,0,9,0
1784847577.7385,0,0,9,0
1784847577.7395,0,0,9,0
1784847577.7404,0,0,9,0
1784847577.7425,0,0,9,0
1784847577.7446,0,0,9,0
1784847577.7467,0,0,9,0
1784847577.7488,0,0,9,0
1784847577.7509,0,0,9,0
1784847577.7529,0,0,9,0
1784847577.7550,0,0,9,0
1784847577.7586,0,0,9,0
1784847577.7621,0,0,9,0
1784847577.7656,0,0,9,0
1784847577.7692,0,0,9,0
1784847577.7727,0,0,9,0
1784847577.7762,0,0,9,0
1784847577.7798,0,0,9,0
1784847577.7799,0,0,9,0
1784847577.7801,0,0,9,0
1784847577.7802,0,0,9,0
1784847577.7803,0,0,9,0
1784847577.7805,0,0,9,0
1784847577.7806,0,0,9,0
1784847577.7808,0,0,9,0
1784847577.7828,0,0,9,0
1784847577.7848,0,0,9,0
1784847577.7868,0,0,9,0
1784847577.7888,0,0,9,0
1784847577.7908,0,0,9,0
1784847577.7928,0,0,9,0
1784847577.7948,0,0,9,0
1784847577.7964,0,0,9,0
1784847577.7979,0,0,9,0
1784847577.7995,0,0,9,0
1784847577.8011,0,0,9,0
1784847577.8027,0,0,9,0
1784847577.8043,0,0,9,0
1784847577.8059,0,0,9,0
1784847577.8079,0,0,9,0
1784847577.8099,0,0,9,0
1784847577.8119,0,0,9,0
1784847577.8139,0,0,9,0
1784847577.8160,0,0,9,0
1784847577.8180,0,0,9,0
1784847577.8200,0,0,9,0
1784847577.8220,0,0,9,0
1784847577.8240,0,0,9,0
1784847577.8259,0,0,9,0
1784847577.8279,0,0,9,0
1784847577.8299,0,0,9,0
1784847577.8318,0,0,9,0
1784847577.8338,0,0,9,0
1784847577.8378,0,0,9,0
1784847577.8417,0,0,9,0
1784847577.8456,0,0,9,0
1784847577.8496,0,0,9,0
1784847577.8535,0,0,9,0
1784847577.8575,0,0,9,0
1784847577.8614,0,0,9,0
1784847577.8617,0,0,9,0
1784847577.8620,0,0,9,0
1784847577.8623,0,0,9,0
1784847577.8627,0,0,9,0
1784847577.8630,0,0,9,0
1784847577.8633,0,0,9,0
1784847577.8636,0,0,9,0
1784847577.8639,0,0,9,0
1784847577.8660,0,0,9,0
1784847577.8681,0,0,9,0
1784847577.8701,0,0,9,0
1784847577.8722,0,0,9,0
1784847577.8743,0,0,9,0
1784847577.8764,0,0,9,0
1784847577.8785,0,0,9,0
1784847577.8805,0,0,9,0
1784847577.8825,0,0,9,0
1784847577.8846,0,0,9,0
1784847577.8866,0,0,9,0
1784847577.8886,0,0,9,0
1784847577.8907,0,0,9,0
1784847577.8927,0,0,9,0
1784847577.8957,0,0,9,0
1784847577.8986,0,0,9,0
1784847577.9016,0,0,9,0
1784847577.9045,0,0,9,0
1784847577.9075,0,0,9,0
1784847577.9105,0,0,9,0
1784847577.9134,0,0,9,0
1784847577.9143,0,0,9,0
1784847577.9152,0,0,9,0
1784847577.9160,0,0,9,0
1784847577.9169,0,0,9,0
1784847577.9178,0,0,9,0
1784847577.9187,0,0,9,0
1784847577.9195,0,0,9,0
1784847577.9216,0,0,9,0
1784847577.9236,0,0,9,0
1784847577.9256,0,0,9,0
1784847577.9277,0,0,9,0
1784847577.9297,0,0,9,0
1784847577.9317,0,0,9,0
1784847577.9338,0,0,9,0
1784847577.9361,0,0,9,0
1784847577.9384,0,0,9,0
1784847577.9408,0,0,9,0
1784847577.9431,0,0,9,0
1784847577.9454,0,0,9,0
1784847577.9478,0,0,9,0
1784847577.9501,0,0,9,0
1784847577.9519,0,0,9,0
1784847577.9536,0,0,9,0
1784847577.9554,0,0,9,0
1784847577.9572,0,0,9,0
1784847577.9590,0,0,9,0
1784847577.9608,0,0,9,0
1784847577.9625,0,0,9,0
1784847577.9644,0,0,9,0
1784847577.9663,0,0,9,0
1784847577.9682,0,0,9,0
1784847577.9701,0,0,9,0
1784847577.9720,0,0,9,0
1784847577.9739,0,0,9,0
1784847577.9758,0,0,9,0
1784847577.9891,0,0,9,0
1784847577.9893,0,0,9,0
1784847577.9894,0,0,9,0
1784847577.9895,0,0,9,0
1784847577.9897,0,0,9,0
1784847577.9898,0,0,9,0
1784847577.9899,0,0,9,0
1784847577.9901,0,0,9,0
1784847577.9923,0,0,9,0
1784847577.9945,0,0,9,0
1784847577.9967,0,0,9,0
1784847577.9989,0,0,9,0
1784847578.0011,0,0,9,0
1784847578.0033,0,0,9,0
1784847578.0054,0,0,9,0
1784847578.0074,0,0,9,0
1784847578.0094,0,0,9,0
1784847578.0113,0,0,9,0
1784847578.0133,0,0,9,0
1784847578.0152,0,0,9,0
1784847578.0172,0,0,9,0
1784847578.0192,0,0,9,0
1784847578.0214,0,0,9,0
1784847578.0236,0,0,9,0
1784847578.0258,0,0,9,0
1784847578.0280,0,0,9,0
1784847578.0302,0,0,9,0
1784847578.0324,0,0,9,0
1784847578.0346,0,0,9,0
1784847578.0365,0,0,9,0
1784847578.0383,0,0,9,0
1784847578.0401,0,0,9,0
1784847578.0420,0,0,9,0
1784847578.0438,0,0,9,0
1784847578.0456,0,0,9,0
1784847578.0475,0,0,9,0
1784847578.0495,0,0,9,0
1784847578.0515,0,0,9,0
1784847578.0535,0,0,9,0
1784847578.0555,0,0,9,0
1784847578.0575,0,0,9,0
1784847578.0595,0,0,9,0
1784847578.0615,0,0,9,0
1784847578.0643,0,0,9,0
1784847578.0671,0,0,9,0
1784847578.0698,0,0,9,0
1784847578.0726,0,0,9,0
1784847578.0754,0,0,9,0
1784847578.0782,0,0,9,0
1784847578.0810,0,0,9,0
1784847578.0823,0,0,9,0
1784847578.0836,0,0,9,0
1784847578.0849,0,0,9,0
1784847578.0862,0,0,9,0
1784847578.0876,0,0,9,0
1784847578.0889,0,0,9,0
1784847578.0902,0,0,9,0
1784847578.0921,0,0,9,0
1784847578.0941,0,0,9,0
1784847578.0960,0,0,9,0
1784847578.0980,0,0,9,0
1784847578.0999,0,0,9,0
1784847578.1019,0,0,9,0
1784847578.1038,0,0,9,0
1784847578.1174,0,0,9,0
1784847578.1176,0,0,9,0
1784847578.1178,0,0,9,0
1784847578.1180,0,0,9,0
1784847578.1182,0,0,9,0
1784847578.1185,0,0,9,0
1784847578.1187,0,0,9,0
1784847578.1189,0,0,9,0
1784847578.1209,0,0,9,0
1784847578.1230,0,0,9,0
1784847578.1251,0,0,9,0
1784847578.1271,0,0,9,0
1784847578.1292,0,0,9,0
1784847578.1312,0,0,9,0
1784847578.1333,0,0,9,0
1784847578.1354,0,0,9,0
1784847578.1375,0,0,9,0
1784847578.1396,0,0,9,0
1784847578.1418,0,0,9,0
1784847578.1439,0,0,9,0
1784847578.1460,0,0,9,0
1784847578.1481,0,0,9,0
1784847578.1500,0,0,9,0
1784847578.1518,0,0,9,0
1784847578.1537,0,0,9,0
1784847578.1556,0,0,9,0
1784847578.1574,0,0,9,0
1784847578.1593,0,0,9,0
1784847578.1611,0,0,9,0
1784847578.1633,0,0,9,0
1784847578.1654,0,0,9,0
1784847578.1675,0,0,9,0
1784847578.1696,0,0,9,0
1784847578.1718,0,0,9,0
1784847578.1739,0,0,9,0
1784847578.1760,0,0,9,0
1784847578.1780,0,0,9,0
1784847578.1799,0,0,9,0
1784847578.1819,0,0,9,0
1784847578.1839,0,0,9,0
1784847578.1859,0,0,9,0
1784847578.1878,0,0,9,0
1784847578.1898,0,0,9,0
1784847578.1936,0,0,9,0
1784847578.1975,0,0,9,0
1784847578.2014,0,0,9,0
1784847578.2052,0,0,9,0
1784847578.2091,0,0,9,0
1784847578.2129,0,0,9,0
1784847578.2168,0,0,9,0
1784847578.2170,0,0,9,0
1784847578.2172,0,0,9,0
1784847578.2175,0,0,9,0
1784847578.2177,0,0,9,0
1784847578.2180,0,0,9,0
1784847578.2182,0,0,9,0
1784847578.2184,0,0,9,0
1784847578.2218,0,0,9,0
1784847578.2251,0,0,9,0
1784847578.2284,0,0,9,0
1784847578.2317,0,0,9,0
1784847578.2351,0,0,9,0
1784847578.2384,0,0,9,0
1784847578.2417,0,0,9,0
1784847578.2458,0,0,9,0
1784847578.2459,0,0,9,0
1784847578.2460,0,0,9,0
1784847578.2461,0,0,9,0
1784847578.2461,0,0,9,0
1784847578.2462,0,0,9,0
1784847578.2463,0,0,9,0
1784847578.2464,0,0,9,0
1784847578.2485,0,0,9,0
1784847578.2507,0,0,9,0
1784847578.2528,0,0,9,0
1784847578.2550,0,0,9,0
1784847578.2571,0,0,9,0
1784847578.2592,0,0,9,0
1784847578.2614,0,0,9,0
1784847578.2635,0,0,9,0
1784847578.2656,0,0,9,0
1784847578.2677,0,0,9,0
1784847578.2698,0,0,9,0
1784847578.2719,0,0,9,0
1784847578.2740,0,0,9,0
1784847578.2761,0,0,9,0
1784847578.2792,0,0,9,0
1784847578.2823,0,0,9,0
1784847578.2853,0,0,9,0
1784847578.2884,0,0,9,0
1784847578.2915,0,0,9,0
1784847578.2946,0,0,9,0
1784847578.2977,0,0,9,0
1784847578.3007,0,0,9,0
1784847578.3037,0,0,9,0
1784847578.3068,0,0,9,0
1784847578.3098,0,0,9,0
1784847578.3128,0,0,9,0
1784847578.3158,0,0,9,0
1784847578.3189,0,0,9,0
1784847578.3194,0,0,9,0
1784847578.3199,0,0,9,0
1784847578.3205,0,0,9,0
1784847578.3210,0,0,9,0
1784847578.3215,0,0,9,0
1784847578.3221,0,0,9,0
1784847578.3226,0,0,9,0
1784847578.3240,0,0,9,0
1784847578.3254,0,0,9,0
1784847578.3267,0,0,9,0
1784847578.3281,0,0,9,0
1784847578.3295,0,0,9,0
1784847578.3309,0,0,9,0
1784847578.3322,0,0,9,0
1784847578.3342,0,0,9,0
1784847578.3363,0,0,9,0
1784847578.3383,0,0,9,0
1784847578.3403,0,0,9,0
1784847578.3423,0,0,9,0
1784847578.3443,0,0,9,0
1784847578.3463,0,0,9,0
1784847578.3483,0,0,9,0
1784847578.3504,0,0,9,0
1784847578.3524,0,0,9,0
1784847578.3545,0,0,9,0
1784847578.3566,0,0,9,0
1784847578.3586,0,0,9,0
1784847578.3607,0,0,9,0
1784847578.3763,0,0,9,0
1784847578.3765,0,0,9,0
1784847578.3766,0,0,9,0
1784847578.3767,0,0,9,0
1784847578.3768,0,0,9,0
1784847578.3770,0,0,9,0
1784847578.3771,0,0,9,0
1784847578.3772,0,0,9,0
1784847578.3792,0,0,9,0
1784847578.3811,0,0,9,0
1784847578.3830,0,0,9,0
1784847578.3849,0,0,9,0
1784847578.3868,0,0,9,0
1784847578.3888,0,0,9,0
1784847578.3907,0,0,9,0
1784847578.3928,0,0,9,0
1784847578.3950,0,0,9,0
1784847578.3971,0,0,9,0
1784847578.3993,0,0,9,0
1784847578.4014,0,0,9,0
1784847578.4036,0,0,9,0
1784847578.4057,0,0,9,0
1784847578.4075,0,0,9,0
1784847578.4093,0,0,9,0
1784847578.4110,0,0,9,0
1784847578.4128,0,0,9,0
1784847578.4146,0,0,9,0
1784847578.4164,0,0,9,0
1784847578.4181,0,0,9,0
1784847578.4201,0,0,9,0
1784847578.4220,0,0,9,0
1784847578.4239,0,0,9,0
1784847578.4258,0,0,9,0
1784847578.4278,0,0,9,0
1784847578.4297,0,0,9,0
1784847578.4316,0,0,9,0
1784847578.4336,0,0,9,0
1784847578.4357,0,0,9,0
1784847578.4377,0,0,9,0
1784847578.4397,0,0,9,0
1784847578.4417,0,0,9,0
1784847578.4438,0,0,9,0
1784847578.4458,0,0,9,0
1784847578.4480,0,0,9,0
1784847578.4502,0,0,9,0
1784847578.4525,0,0,9,0
1784847578.4547,0,0,9,0
1784847578.4569,0,0,9,0
1784847578.4591,0,0,9,0
1784847578.4614,0,0,9,0
1784847578.4632,0,0,9,0
1784847578.4650,0,0,9,0
1784847578.4669,0,0,9,0
1784847578.4687,0,0,9,0
1784847578.4705,0,0,9,0
1784847578.4724,0,0,9,0
1784847578.4742,0,0,9,0
1784847578.4762,0,0,9,0
1784847578.4781,0,0,9,0
1784847578.4801,0,0,9,0
1784847578.4820,0,0,9,0
1784847578.4840,0,0,9,0
1784847578.4859,0,0,9,0
1784847578.4879,0,0,9,0
1784847578.5012,0,0,9,0
1784847578.5015,0,0,9,0
1784847578.5018,0,0,9,0
1784847578.5021,0,0,9,0
1784847578.5024,0,0,9,0
1784847578.5027,0,0,9,0
1784847578.5030,0,0,9,0
1784847578.5033,0,0,9,0
1784847578.5054,0,0,9,0
1784847578.5074,0,0,9,0
1784847578.5095,0,0,9,0
1784847578.5116,0,0,9,0
1784847578.5136,0,0,9,0
1784847578.5157,0,0,9,0
1784847578.5177,0,0,9,0
1784847578.5197,0,0,9,0
1784847578.5216,0,0,9,0
1784847578.5236,0,0,9,0
1784847578.5255,0,0,9,0
1784847578.5275,0,0,9,0
1784847578.5295,0,0,9,0
1784847578.5314,0,0,9,0
1784847578.5334,0,0,9,0
1784847578.5354,0,0,9,0
1784847578.5374,0,0,9,0
1784847578.5394,0,0,9,0
1784847578.5414,0,0,9,0
1784847578.5434,0,0,9,0
1784847578.5454,0,0,9,0
1784847578.5474,0,0,9,0
1784847578.5495,0,0,9,0
1784847578.5515,0,0,9,0
1784847578.5535,0,0,9,0
1784847578.5555,0,0,9,0
1784847578.5576,0,0,9,0
1784847578.5596,0,0,9,0
1784847578.5616,0,0,9,0
1784847578.5636,0,0,9,0
1784847578.5655,0,0,9,0
1784847578.5675,0,0,9,0
1784847578.5695,0,0,9,0
1784847578.5715,0,0,9,0
1784847578.5735,0,0,9,0
1784847578.5755,0,0,9,0
1784847578.5775,0,0,9,0
1784847578.5796,0,0,9,0
1784847578.5816,0,0,9,0
1784847578.5836,0,0,9,0
1784847578.5856,0,0,9,0
1784847578.5876,0,0,9,0
1784847578.5896,0,0,9,0
1784847578.5917,0,0,9,0
1784847578.5937,0,0,9,0
1784847578.5957,0,0,9,0
1784847578.5978,0,0,9,0
1784847578.5998,0,0,9,0
1784847578.6018,0,0,9,0
1784847578.6038,0,0,9,0
1784847578.6058,0,0,9,0
1784847578.6078,0,0,9,0
1784847578.6098,0,0,9,0
1784847578.6118,0,0,9,0
1784847578.6137,0,0,9,0
1784847578.6157,0,0,9,0
1784847578.6318,0,0,9,0
1784847578.6326,0,0,9,0
1784847578.6333,0,0,9,0
1784847578.6340,0,0,9,0
1784847578.6348,0,0,9,0
1784847578.6355,0,0,9,0
1784847578.6362,0,0,9,0
1784847578.6370,0,0,9,0
1784847578.6381,0,0,9,0
1784847578.6393,0,0,9,0
1784847578.6405,0,0,9,0
1784847578.6417,0,0,9,0
1784847578.6429,0,0,9,0
1784847578.6440,0,0,9,0
1784847578.6452,0,0,9,0
1784847578.6472,0,0,9,0
1784847578.6493,0,0,9,0
1784847578.6513,0,0,9,0
1784847578.6533,0,0,9,0
1784847578.6553,0,0,9,0
1784847578.6574,0,0,9,0
1784847578.6594,0,0,9,0
1784847578.6614,0,0,9,0
1784847578.6633,0,0,9,0
1784847578.6653,0,0,9,0
1784847578.6673,0,0,9,0
1784847578.6693,0,0,9,0
1784847578.6713,0,0,9,0
1784847578.6732,0,0,9,0
1784847578.6753,0,0,9,0
1784847578.6774,0,0,9,0
1784847578.6795,0,0,9,0
1784847578.6816,0,0,9,0
1784847578.6837,0,0,9,0
1784847578.6858,0,0,9,0
1784847578.6879,0,0,9,0
1784847578.6899,0,0,9,0
1784847578.6919,0,0,9,0
1784847578.6939,0,0,9,0
1784847578.6959,0,0,9,0
1784847578.6979,0,0,9,0
1784847578.6999,0,0,9,0
1784847578.7019,0,0,9,0
1784847578.7045,0,0,9,0
1784847578.7070,0,0,9,0
1784847578.7096,0,0,9,0
1784847578.7121,0,0,9,0
1784847578.7147,0,0,9,0
1784847578.7172,0,0,9,0
1784847578.7198,0,0,9,0
1784847578.7212,0,0,9,0
1784847578.7227,0,0,9,0
1784847578.7242,0,0,9,0
1784847578.7257,0,0,9,0
1784847578.7271,0,0,9,0
1784847578.7286,0,0,9,0
1784847578.7301,0,0,9,0
1784847578.7322,0,0,9,0
1784847578.7343,0,0,9,0
1784847578.7364,0,0,9,0
1784847578.7385,0,0,9,0
1784847578.7405,0,0,9,0
1784847578.7426,0,0,9,0
1784847578.7447,0,0,9,0
1784847578.7574,0,0,9,0
1784847578.7575,0,0,9,0
1784847578.7576,0,0,9,0
1784847578.7577,0,0,9,0
1784847578.7579,0,0,9,0
1784847578.7580,0,0,9,0
1784847578.7581,0,0,9,0
1784847578.7583,0,0,9,0
1784847578.7605,0,0,9,0
1784847578.7627,0,0,9,0
1784847578.7649,0,0,9,0
1784847578.7671,0,0,9,0
1784847578.7693,0,0,9,0
1784847578.7715,0,0,9,0
1784847578.7737,0,0,9,0
1784847578.7757,0,0,8,0
1784847578.7777,0,0,8,0
1784847578.7798,0,0,8,0
1784847578.7818,0,0,8,0
1784847578.7838,0,0,8,0
1784847578.7859,0,0,8,0
1784847578.7879,0,0,8,0
1784847578.7899,0,0,8,0
1784847578.7919,0,0,8,0
1784847578.7939,0,0,8,0
1784847578.7959,0,0,8,0
1784847578.7980,0,0,8,0
1784847578.8000,0,0,8,0
1784847578.8020,0,0,8,0
1784847578.8040,0,0,8,0
1784847578.8060,0,0,8,0
1784847578.8081,0,0,8,0
1784847578.8101,0,0,8,0
1784847578.8121,0,0,8,0
1784847578.8141,0,0,8,0
1784847578.8162,0,0,8,0
1784847578.8181,0,0,8,0
1784847578.8201,0,0,8,0
1784847578.8221,0,0,8,0
1784847578.8241,0,0,8,0
1784847578.8260,0,0,8,0
1784847578.8280,0,0,8,0
1784847578.8300,0,0,8,0
1784847578.8320,0,0,8,0
1784847578.8340,0,0,8,0
1784847578.8360,0,0,8,0
1784847578.8380,0,0,8,0
1784847578.8400,0,0,8,0
1784847578.8420,0,0,8,0
1784847578.8440,0,0,8,0
1784847578.8460,0,0,8,0
1784847578.8480,0,0,8,0
1784847578.8501,0,0,8,0
1784847578.8521,0,0,8,0
1784847578.8541,0,0,8,0
1784847578.8562,0,0,8,0
1784847578.8582,0,0,8,0
1784847578.8602,0,0,8,0
1784847578.8622,0,0,8,0
1784847578.8642,0,0,8,0
