host_time_s,chA_raw,chB_env
1784660000.9620,492,3064
1784660000.9647,499,3064
1784660000.9670,497,3035
1784660000.9698,508,3066
1784660000.9724,502,3087
1784660000.9750,506,3051
1784660000.9776,496,3064
1784660000.9801,503,3062
1784660000.9825,495,3075
1784660000.9850,500,3095
1784660000.9873,494,3063
1784660000.9896,503,3034
1784660000.9918,501,3039
1784660001.0358,502,3066
1784660001.0383,495,3056
1784660001.0406,490,3052
1784660001.0431,505,3054
1784660001.0453,501,3057
1784660001.0479,500,3054
1784660001.0502,499,3059
1784660001.0528,493,3063
1784660001.0553,492,3042
1784660001.0579,503,3069
1784660001.0605,499,3025
1784660001.0631,496,3050
1784660001.0658,495,3053
1784660001.0686,502,3061
1784660001.0712,500,3034
1784660001.0739,492,3059
1784660001.0763,503,3070
1784660001.0788,486,3040
1784660001.0811,496,3056
1784660001.0836,490,3046
1784660001.0864,503,3053
1784660001.0890,488,3061
1784660001.0916,494,3046
1784660001.0940,492,3038
1784660001.0964,500,3041
1784660001.0990,499,3044
1784660001.1013,506,3022
1784660001.1039,500,3060
1784660001.1065,498,3049
1784660001.1093,496,3054
1784660001.1119,495,3078
1784660001.1147,493,3047
1784660001.1169,508,3061
1784660001.1195,504,3041
1784660001.1221,489,3058
1784660001.1244,500,3061
1784660001.1270,504,3042
1784660001.1294,491,3056
1784660001.1317,491,3035
1784660001.1344,503,3054
1784660001.1368,492,3055
1784660001.1394,485,3036
1784660001.1417,502,3075
1784660001.1440,493,3059
1784660001.1464,502,3078
1784660001.1487,487,3048
1784660001.1510,491,3058
1784660001.2399,500,3067
1784660001.2423,498,3035
1784660001.2448,494,3068
1784660001.2473,502,3048
1784660001.2498,509,3056
1784660001.2524,500,3061
1784660001.2707,497,3057
1784660001.2731,503,3053
1784660001.3004,499,3051
1784660001.3026,499,3052
1784660001.3052,493,3043
1784660001.3078,500,3064
1784660001.3103,503,3054
1784660001.3127,496,3056
1784660001.3153,499,3032
1784660001.3178,507,3034
1784660001.3201,487,3059
1784660001.3224,493,3049
1784660001.3252,499,3059
1784660001.3275,501,3046
1784660001.3300,559,3072
1784660001.3322,494,3046
1784660001.3349,491,3082
1784660001.3374,489,3049
1784660001.3400,491,3034
1784660001.3425,491,3073
1784660001.3450,507,3045
1784660001.3478,498,3062
1784660001.3503,496,3043
1784660001.3531,497,3056
1784660001.3557,510,3057
1784660001.3584,496,3058
1784660001.3608,493,3055
1784660001.3635,492,3071
1784660001.3662,501,3053
1784660001.3685,506,3051
1784660001.3707,498,3032
1784660001.3735,512,3056
1784660001.3757,497,3069
1784660001.3784,498,3061
1784660001.3808,496,3052
1784660001.3831,496,3052
1784660001.3858,501,3053
1784660001.3883,501,3075
1784660001.3908,506,3054
1784660001.3932,505,3036
1784660001.3956,502,3034
1784660001.3982,499,3047
1784660001.4009,503,3048
1784660001.4036,512,3076
1784660001.4059,550,3067
1784660001.4083,501,3039
1784660001.4108,495,3047
1784660001.4130,499,3045
1784660001.4157,504,3068
1784660001.4183,488,3039
1784660001.4209,487,3032
1784660001.4234,497,3066
1784660001.4260,495,3057
1784660001.4285,511,3035
1784660001.4309,502,3048
1784660001.4333,510,3050
1784660001.4358,509,3045
1784660001.4382,510,3046
1784660001.4409,499,3039
1784660001.4437,497,3053
1784660001.4463,494,3045
1784660001.4488,501,3056
1784660001.4514,499,3041
1784660001.4536,504,3050
1784660001.4563,506,3030
1784660001.4590,495,3040
1784660001.4934,501,3063
1784660001.4960,501,3063
1784660001.4984,492,3057
1784660001.5694,506,3056
1784660001.5718,499,3075
1784660001.5742,504,3059
1784660001.5769,494,3038
1784660001.5793,503,3061
1784660001.5819,496,3049
1784660001.5847,498,3032
1784660001.5873,490,3026
1784660001.5900,510,3047
1784660001.5923,506,3041
1784660001.5948,540,3047
1784660001.5972,499,3071
1784660001.5999,498,3035
1784660001.6026,498,3060
1784660001.6050,499,3080
1784660001.6076,497,3063
1784660001.6101,506,3039
1784660001.6126,498,3062
1784660001.6153,488,3053
1784660001.6178,502,3066
1784660001.6201,522,3055
1784660001.6224,508,3070
1784660001.6247,490,3047
1784660001.6270,492,3062
1784660001.6296,505,3055
1784660001.6324,496,3043
1784660001.6349,510,3048
1784660001.6375,502,3056
1784660001.6398,502,3063
1784660001.6422,498,3050
1784660001.6448,494,3023
1784660001.6473,506,3065
1784660001.6500,497,3059
1784660001.6527,497,3050
1784660001.6550,505,3038
1784660001.6578,490,3065
1784660001.6604,489,3053
1784660001.6626,508,3034
1784660001.6651,495,3053
1784660001.6674,493,3054
1784660001.6698,516,3069
1784660001.6726,495,3031
1784660001.6750,500,3059
1784660001.6773,505,3053
1784660001.6798,486,3054
1784660001.6825,508,3060
1784660001.6848,501,3029
1784660001.6872,495,3034
1784660001.6895,496,3053
1784660001.6917,499,3045
1784660001.6944,503,3053
1784660001.6967,492,3072
1784660001.6989,494,3050
1784660001.7012,513,3036
1784660001.7039,495,3052
1784660001.7062,512,3056
1784660001.7090,496,3046
1784660001.7116,492,3053
1784660001.7143,492,3066
1784660001.7170,500,3037
1784660001.7192,489,3044
1784660001.7220,503,3050
1784660001.7244,498,3053
1784660001.7266,509,3042
1784660001.7291,512,3029
1784660001.7318,486,3056
1784660001.7344,493,3046
1784660001.7370,507,3039
1784660001.7396,503,3066
1784660001.7421,492,3046
1784660001.7446,504,3030
1784660001.7474,494,3046
1784660001.7496,507,3056
1784660001.7522,500,3064
1784660001.7550,494,3055
1784660001.7576,499,3059
1784660001.7600,495,3063
1784660001.7623,501,3048
1784660001.7646,490,3063
1784660001.7669,497,3057
1784660001.7692,498,3069
1784660001.7715,504,3053
1784660001.7739,490,3044
1784660001.7761,502,3046
1784660001.7783,508,3048
1784660001.7811,494,3044
1784660001.7833,513,3050
1784660001.7859,500,3054
1784660001.7884,497,3063
1784660001.7907,502,3042
1784660001.7934,501,3036
1784660001.7957,481,3057
1784660001.7981,496,3055
1784660001.8009,490,3047
1784660001.8035,492,3039
1784660001.8057,486,3063
1784660001.8080,497,3015
1784660001.8105,503,3058
1784660001.8127,503,3051
1784660001.8151,509,3066
1784660001.8175,496,3059
1784660001.8200,500,3038
1784660001.8226,507,3029
1784660001.8251,502,3049
1784660001.8277,486,3062
1784660001.8305,507,3071
1784660001.8333,515,3032
1784660001.8360,491,3037
1784660001.8385,499,3049
1784660001.8412,498,3063
1784660001.8438,502,3050
1784660001.8465,497,3062
1784660001.8491,502,3060
1784660001.8517,496,3049
1784660001.8545,497,3038
1784660001.8567,493,3050
1784660001.8592,496,3029
1784660001.8617,495,3047
1784660001.8641,505,3034
1784660001.8669,533,3043
1784660001.8696,498,3050
1784660001.8722,505,3065
1784660001.8746,492,3043
1784660001.8773,500,3060
1784660001.8797,507,3040
1784660001.8825,496,3041
1784660001.8853,507,3073
1784660001.8877,502,3037
1784660001.8901,490,3047
1784660001.8925,495,3042
1784660001.8948,498,3060
1784660001.8973,509,3052
1784660001.8999,493,3028
1784660001.9026,502,3049
1784660001.9048,494,3080
1784660001.9075,505,3059
1784660001.9102,501,3038
1784660001.9126,494,3042
1784660001.9149,492,3040
1784660001.9172,503,3038
1784660001.9198,506,3045
1784660001.9225,503,3065
1784660001.9249,504,3022
1784660001.9275,497,3034
1784660001.9302,494,3035
1784660001.9326,490,3036
1784660001.9352,545,3024
1784660001.9376,496,3051
1784660001.9404,487,3043
1784660001.9428,499,3043
1784660001.9454,500,3049
1784660001.9482,490,3061
1784660001.9506,502,3038
1784660001.9534,488,3052
1784660001.9560,507,3055
1784660001.9583,497,3067
1784660001.9609,504,3064
1784660001.9631,508,3044
1784660001.9657,504,3036
1784660001.9680,504,3044
1784660001.9707,490,3040
1784660001.9730,497,3031
1784660002.0123,497,3048
1784660002.0149,495,3035
1784660002.0175,498,3061
1784660002.0201,496,3057
1784660002.0224,510,3054
1784660002.0246,502,3065
1784660002.0270,498,3046
1784660002.0294,501,3060
1784660002.0317,509,3062
1784660002.0340,500,3057
1784660002.0364,487,3046
1784660002.0392,500,3079
1784660002.0415,495,3047
1784660002.0441,494,3031
1784660002.0468,503,3046
1784660002.0494,495,3075
1784660002.0517,493,3082
1784660002.0542,497,3063
1784660002.0569,494,3035
1784660002.0597,491,3071
1784660002.0625,493,3095
1784660002.0650,503,3060
1784660002.0677,499,3053
1784660002.0704,491,3053
1784660002.0730,497,3030
1784660002.0752,495,3043
1784660002.0776,504,3034
1784660002.0798,498,3046
1784660002.0826,499,3063
1784660002.0849,487,3040
1784660002.0873,491,3052
1784660002.0896,505,3046
1784660002.0921,506,3067
1784660002.0948,500,3048
1784660002.0974,503,3046
1784660002.0999,503,3049
1784660002.1027,491,3068
1784660002.1051,492,3038
1784660002.1078,501,3046
1784660002.1104,499,3035
1784660002.1131,492,3065
1784660002.1155,489,3047
1784660002.1181,505,3057
1784660002.1209,506,3071
1784660002.1232,496,3039
1784660002.1257,498,3053
1784660002.1280,494,3063
1784660002.1306,495,3017
1784660002.1331,498,3061
1784660002.1358,502,3058
1784660002.1386,505,3063
1784660002.1413,501,3048
1784660002.1439,502,3063
1784660002.1464,499,3041
1784660002.1488,513,3047
1784660002.1514,512,3033
1784660002.1540,498,3067
1784660002.1563,490,3055
1784660002.1590,495,3054
1784660002.1617,494,3048
1784660002.1643,515,3058
1784660002.1671,500,3034
1784660002.1697,499,3028
1784660002.1721,502,3030
1784660002.1746,498,3029
1784660002.1768,506,3045
1784660002.1790,503,3043
1784660002.1818,502,3043
1784660002.1843,506,3066
1784660002.1870,500,3065
1784660002.1896,490,3067
1784660002.1921,513,3041
1784660002.1945,492,3046
1784660002.1969,500,3041
1784660002.1991,498,3057
1784660002.2016,499,3065
1784660002.2040,492,3048
1784660002.2064,495,3072
1784660002.2090,498,3050
1784660002.2113,481,3061
1784660002.2141,499,3035
1784660002.2168,500,3052
1784660002.2194,497,3054
1784660002.2217,496,3010
1784660002.2243,495,3057
1784660002.3066,482,3050
1784660002.3089,503,3075
1784660002.3116,504,3048
1784660002.3139,501,3041
1784660002.3167,505,3044
1784660002.3190,508,3045
1784660002.3216,493,3037
1784660002.3240,488,3077
1784660002.3264,492,3069
1784660002.3288,493,3048
1784660002.3313,492,3043
1784660002.3338,486,3041
1784660002.3365,495,3055
1784660002.3390,499,3053
1784660002.3413,496,3055
1784660002.3439,493,3070
1784660002.3464,497,3043
1784660002.3490,484,3027
1784660002.3514,505,3079
1784660002.3540,505,3049
1784660002.4447,493,3071
1784660002.4473,500,3054
1784660002.4496,501,3039
1784660002.4521,492,3054
1784660002.4547,500,3068
1784660002.4570,502,3046
1784660002.4596,500,3035
1784660002.4622,498,3049
1784660002.4646,506,3052
1784660002.4670,527,3019
1784660002.4696,499,3061
1784660002.4722,492,3070
1784660002.4746,490,3060
1784660002.4774,498,3063
1784660002.4802,496,3047
1784660002.4828,493,3062
1784660002.4852,504,3065
1784660002.4876,504,3048
1784660002.4899,500,3055
1784660002.4926,489,3052
1784660002.4951,499,3060
1784660002.4976,503,3035
1784660002.5001,492,3050
1784660002.5028,499,3062
1784660002.5055,505,3058
1784660002.5080,498,3052
1784660002.5108,495,3044
1784660002.5132,497,3041
1784660002.5155,491,3059
1784660002.5183,497,3053
1784660002.5210,496,3031
1784660002.5234,493,3069
1784660002.5260,496,3059
1784660002.5285,504,3043
1784660002.5311,492,3066
1784660002.5339,491,3047
1784660002.5363,495,3059
1784660002.5388,493,3023
1784660002.5411,514,3039
1784660002.5436,497,3048
1784660002.5461,508,3056
1784660002.5486,504,3060
1784660002.5511,499,3055
1784660002.5537,500,3054
1784660002.5565,495,3044
1784660002.5587,503,3043
1784660002.5610,506,3051
1784660002.5633,496,3027
1784660002.5657,499,3052
1784660002.5683,497,3053
1784660002.5710,486,3064
1784660002.5736,497,3060
1784660002.5761,498,3070
1784660002.5787,500,3058
1784660002.5812,504,3061
1784660002.5839,499,3056
1784660002.5862,506,3070
1784660002.5888,506,3059
1784660002.5915,485,3023
1784660002.5937,493,3062
1784660002.5960,497,3062
1784660002.5983,497,3032
1784660002.6009,500,3054
1784660002.6034,504,3028
1784660002.6061,498,3045
1784660002.6085,487,3042
1784660002.6111,493,3039
1784660002.6134,500,3040
1784660002.6158,495,3043
1784660002.6185,502,3057
1784660002.6210,501,3050
1784660002.6236,509,3034
1784660002.6264,510,3040
1784660002.6291,503,3040
1784660002.6315,502,3069
1784660002.6340,499,3046
1784660002.6365,498,3054
1784660002.6389,495,3031
1784660002.6414,494,3024
1784660002.6441,499,3055
1784660002.6468,490,3072
1784660002.6491,499,3023
1784660002.6513,493,3055
1784660002.6539,500,3039
1784660002.6563,498,3048
1784660002.6585,498,3043
1784660002.6610,501,3052
1784660002.6636,498,3044
1784660002.6660,498,3059
1784660002.6683,490,3054
1784660002.6709,492,3047
1784660002.6732,501,3046
1784660002.6756,491,3034
1784660002.6782,496,3055
1784660002.6809,486,3068
1784660002.6834,497,3043
1784660002.6857,498,3052
1784660002.6885,497,3098
1784660002.6910,495,3134
1784660002.6937,514,3173
1784660002.6961,491,3199
1784660002.6988,499,3186
1784660002.7011,495,3270
1784660002.7035,497,3271
1784660002.7057,504,3277
1784660002.7084,484,3312
1784660002.7107,503,3351
1784660002.7132,501,3381
1784660002.7159,511,3421
1784660002.7184,498,3438
1784660002.7212,495,3436
1784660002.7236,484,3453
1784660002.7263,497,3440
1784660002.7287,498,3512
1784660002.7313,495,3477
1784660002.7338,494,3529
1784660002.7365,495,3498
1784660002.7393,518,3512
1784660002.7415,513,3576
1784660002.7438,498,3596
1784660002.7461,515,3650
1784660002.7486,501,3565
1784660002.7510,490,3653
1784660002.7537,501,3649
1784660002.7559,497,3619
1784660002.7582,487,3627
1784660002.7605,487,3577
1784660002.7750,494,3685
1784660002.7775,492,3714
1784660002.7802,507,3695
1784660002.7830,490,3683
1784660002.7855,492,3696
1784660002.7881,504,3755
1784660002.7904,490,3682
1784660002.7929,503,3715
1784660002.7955,490,3750
1784660002.7983,496,3688
1784660002.8010,500,3688
1784660002.8036,506,3717
1784660002.8061,499,3687
1784660002.8087,496,3791
1784660002.8112,497,3722
1784660002.8136,500,3788
1784660002.8160,491,3726
1784660002.8183,493,3783
1784660002.8209,509,3724
1784660002.8231,491,3730
1784660002.8255,482,3711
1784660002.8282,495,3847
1784660002.8310,493,3679
1784660002.8336,501,3754
1784660002.8362,496,3699
1784660002.8384,496,3683
1784660002.8409,497,3820
1784660002.8434,499,3678
1784660002.8461,498,3697
1784660002.8484,504,3863
1784660002.8512,494,3720
1784660002.8539,493,3793
1784660002.8562,496,3802
1784660002.8588,503,3786
1784660002.8613,500,3764
1784660002.8638,500,3757
1784660002.8665,508,3783
1784660002.8690,500,3756
1784660002.8714,508,3635
1784660002.8738,504,3766
1784660002.8763,495,3841
1784660002.8786,496,3783
1784660002.8814,504,3767
1784660002.8842,504,3701
1784660002.8868,502,3756
1784660002.8894,496,3828
1784660002.8916,505,3710
1784660002.8938,490,3807
1784660002.8961,498,3760
1784660002.8986,497,3707
1784660002.9012,500,3783
1784660002.9036,500,3837
1784660002.9061,502,3795
1784660002.9084,488,3749
1784660002.9106,492,3834
1784660002.9131,499,3828
1784660002.9157,486,3742
1784660002.9180,495,3764
1784660002.9206,499,3835
1784660002.9234,494,3771
1784660002.9257,499,3803
1784660002.9281,494,3779
1784660002.9305,501,3784
1784660002.9328,494,3839
1784660002.9350,496,3806
1784660002.9373,504,3776
1784660002.9397,500,3838
1784660002.9419,494,3679
1784660002.9447,504,3741
1784660002.9473,496,3801
1784660002.9497,498,3806
1784660002.9521,503,3754
1784660002.9545,500,3712
1784660002.9571,497,3745
1784660002.9599,501,3742
1784660002.9624,494,3828
1784660002.9646,507,3849
1784660002.9672,502,3845
1784660002.9698,510,3729
1784660002.9724,490,3774
1784660002.9750,503,3839
1784660002.9776,498,3778
1784660002.9803,504,3876
1784660002.9830,494,3687
1784660002.9856,503,3867
1784660002.9884,504,3695
1784660002.9906,497,3841
1784660002.9929,496,3725
1784660002.9955,497,3766
1784660003.0046,496,3782
1784660003.0070,507,3759
1784660003.0097,499,3773
1784660003.0120,500,3856
1784660003.0146,511,3826
1784660003.0170,503,3842
1784660003.0196,497,3760
1784660003.0221,501,3758
1784660003.0247,485,3735
1784660003.0271,498,3779
1784660003.0296,514,3766
1784660003.0323,496,3847
1784660003.0345,491,3739
1784660003.0369,491,3752
1784660003.0397,493,3798
1784660003.0421,486,3777
1784660003.0444,501,3747
1784660003.0471,503,3771
1784660003.0493,494,3818
1784660003.0517,503,3769
1784660003.0542,497,3752
1784660003.0568,490,3779
1784660003.0594,498,3811
1784660003.0621,490,3774
1784660003.0648,495,3740
1784660003.0671,498,3747
1784660003.0695,510,3721
1784660003.0719,505,3756
1784660003.0741,496,3796
1784660003.0763,507,3815
1784660003.0790,483,3776
1784660003.0815,511,3663
1784660003.0839,501,3818
1784660003.0864,500,3785
1784660003.0889,492,3728
1784660003.0915,506,3798
1784660003.0939,499,3764
1784660003.0963,500,3846
1784660003.0986,493,3859
1784660003.1010,488,3835
1784660003.1032,499,3801
1784660003.1060,500,3754
1784660003.1083,500,3821
1784660003.1106,498,3762
1784660003.1130,490,3767
1784660003.1153,512,3750
1784660003.1179,504,3757
1784660003.1207,499,3734
1784660003.1231,487,3753
1784660003.1254,495,3820
1784660003.1279,497,3691
1784660003.1306,490,3758
1784660003.1331,485,3784
1784660003.1355,508,3795
1784660003.1381,504,3738
1784660003.1404,509,3757
1784660003.1428,482,3747
1784660003.1454,504,3829
1784660003.1481,503,3745
1784660003.1508,492,3783
1784660003.1534,495,3739
1784660003.1558,494,3731
1784660003.1583,500,3786
1784660003.1608,492,3742
1784660003.1632,503,3720
1784660003.1656,503,3673
1784660003.1678,496,3771
1784660003.1705,490,3722
1784660003.1729,496,3799
1784660003.1757,505,3885
1784660003.1782,497,3729
1784660003.1807,497,3732
1784660003.1833,493,3733
1784660003.1861,488,3770
1784660003.1885,497,3788
1784660003.2487,498,3773
1784660003.2510,495,3789
1784660003.2538,493,3722
1784660003.2562,497,3783
1784660003.2588,493,3810
1784660003.2612,503,3762
1784660003.2636,502,3751
1784660003.2662,509,3719
1784660003.2689,506,3771
1784660003.2714,506,3809
1784660003.2739,488,3736
1784660003.2763,497,3712
1784660003.2785,515,3833
1784660003.2808,505,3837
1784660003.2833,500,3818
1784660003.2856,505,3733
1784660003.2879,496,3800
1784660003.2903,509,3725
1784660003.2925,492,3817
1784660003.2947,494,3790
1784660003.2974,507,3762
1784660003.2999,505,3760
1784660003.3025,503,3686
1784660003.3053,494,3728
1784660003.3078,502,3815
1784660003.3106,491,3743
1784660003.3132,497,3784
1784660003.3158,502,3813
1784660003.3185,494,3767
1784660003.3213,496,3753
1784660003.3236,508,3690
1784660003.3262,495,3742
1784660003.3288,494,3729
1784660003.3313,499,3724
1784660003.3340,496,3815
1784660003.3366,500,3800
1784660003.3389,493,3738
1784660003.3416,490,3809
1784660003.3444,495,3823
1784660003.3467,489,3809
1784660003.3495,496,3795
1784660003.3518,494,3817
1784660003.3543,494,3745
1784660003.3566,501,3814
1784660003.3589,498,3721
1784660003.3614,495,3762
1784660003.3637,489,3736
1784660003.3661,495,3811
1784660003.3684,500,3774
1784660003.3711,505,3766
1784660003.3735,499,3725
1784660003.3761,498,3866
1784660003.3785,506,3667
1784660003.3811,478,3748
1784660003.3834,504,3699
1784660003.3861,505,3776
1784660003.3884,506,3681
1784660003.3907,499,3829
1784660003.3932,498,3818
1784660003.3959,492,3777
1784660003.3987,487,3795
1784660003.4010,493,3747
1784660003.4034,495,3688
1784660003.4062,495,3815
1784660003.4090,502,3692
1784660003.4117,510,3840
1784660003.4144,503,3647
1784660003.4169,503,3742
1784660003.4192,505,3765
1784660003.4214,489,3765
1784660003.4241,503,3879
1784660003.4264,499,3689
1784660003.4288,499,3751
1784660003.4315,506,3752
1784660003.4339,500,3801
1784660003.4362,502,3827
1784660003.4655,499,3734
1784660003.4679,494,3691
1784660003.4701,502,3745
1784660003.4728,489,3725
