host_time_s,chA_raw,chB_env
1784660000.3552,514,3025
1784660000.3576,506,3044
1784660000.3604,499,3052
1784660000.3628,502,3040
1784660000.3652,486,3066
1784660000.3676,492,3060
1784660000.3700,498,3070
1784660000.3724,498,3046
1784660000.3752,510,3058
1784660000.3777,506,3049
1784660000.3800,502,3048
1784660000.3822,498,3037
1784660000.3845,493,3061
1784660000.3873,489,3041
1784660000.3899,498,3055
1784660000.3921,495,3059
1784660000.3944,499,3030
1784660000.3971,496,3040
1784660000.3996,502,3041
1784660000.4018,501,3033
1784660000.4041,496,3057
1784660000.4066,503,3058
1784660000.4091,505,3045
1784660000.4117,511,3062
1784660000.4141,495,3062
1784660000.4166,503,3066
1784660000.4193,494,3039
1784660000.4964,506,3046
1784660000.4987,498,3045
1784660000.5014,505,3063
1784660000.5040,496,3039
1784660000.5067,503,3051
1784660000.5094,501,3055
1784660000.5119,496,3023
1784660000.5143,503,3054
1784660000.5166,502,3063
1784660000.5192,510,3083
1784660000.5219,499,3049
1784660000.5243,500,3060
1784660000.5270,499,3066
1784660000.5292,496,3060
1784660000.5315,502,3066
1784660000.5339,493,3019
1784660000.5364,500,3043
1784660000.5392,496,3037
1784660000.5418,498,3043
1784660000.5440,505,3060
1784660000.5466,496,3065
1784660000.5492,506,3038
1784660000.5518,499,3037
1784660000.5541,492,3059
1784660000.5566,502,3045
1784660000.5594,493,3062
1784660000.5617,507,3073
1784660000.5644,502,3052
1784660000.5666,499,3052
1784660000.5693,504,3065
1784660000.5716,498,3031
1784660000.5740,487,3043
1784660000.5763,507,3059
1784660000.5789,499,3052
1784660000.5813,495,3031
1784660000.5839,483,3054
1784660000.5864,494,3075
1784660000.5888,489,3061
1784660000.5915,495,3051
1784660000.5940,495,3063
1784660000.5965,494,3035
1784660000.5993,511,3059
1784660000.6016,502,3041
1784660000.6042,497,3035
1784660000.6068,501,3050
1784660000.6094,507,3070
1784660000.6116,501,3072
1784660000.6141,494,3048
1784660000.6165,499,3063
1784660000.6189,502,3070
1784660000.6212,490,3067
1784660000.6237,504,3036
1784660000.6264,493,3058
1784660000.6291,506,3064
1784660000.6315,499,3052
1784660000.6342,505,3046
1784660000.7141,497,3056
1784660000.7166,508,3082
1784660000.7193,496,3053
1784660000.7216,496,3037
1784660000.7242,506,3051
1784660000.7264,502,3040
1784660000.7289,496,3049
1784660000.7314,496,3064
1784660000.7341,511,3069
1784660000.7367,492,3056
1784660000.7392,497,3038
1784660000.7418,491,3055
1784660000.7443,501,3033
1784660000.7539,506,3025
1784660000.7565,501,3048
1784660000.7589,495,3058
1784660000.7615,502,3052
1784660000.7639,513,3046
1784660000.7664,503,3047
1784660000.7689,499,3047
1784660000.7712,502,3034
1784660000.7734,497,3067
1784660000.7762,494,3051
1784660000.7788,505,3039
1784660000.7813,493,3037
1784660000.7836,505,3024
1784660000.7860,494,3057
1784660000.7883,491,3058
1784660000.7909,498,3057
1784660000.7931,499,3032
1784660000.7953,502,3058
1784660000.7979,504,3040
1784660000.8001,497,3052
1784660000.8026,494,3044
1784660000.8050,504,3051
1784660000.8078,499,3047
1784660000.8105,494,3066
1784660000.8129,505,3048
1784660000.8151,495,3049
1784660000.8178,497,3043
1784660000.8204,489,3052
1784660000.8227,501,3045
1784660000.8255,500,3053
1784660000.8280,497,3042
1784660000.8306,491,3033
1784660000.8330,497,3038
1784660000.8355,495,3060
1784660000.8383,502,3058
1784660000.8406,489,3052
1784660000.8432,498,3062
1784660000.8458,495,3056
1784660000.8481,500,3032
1784660000.8507,500,3036
1784660000.8534,502,3061
1784660000.8560,501,3025
1784660000.8585,506,3050
1784660000.8609,501,3038
1784660000.8633,506,3031
1784660000.8659,502,3052
1784660000.8685,496,3037
1784660000.8710,503,3024
1784660000.8736,499,3055
1784660000.8759,496,3054
1784660000.8782,494,3056
1784660000.8809,492,3063
1784660000.8832,490,3045
1784660000.8854,507,3044
1784660000.8878,500,3048
1784660000.8902,501,3049
1784660000.8924,495,3049
1784660000.8950,490,3060
1784660000.8976,503,3063
1784660000.9003,503,3058
1784660000.9026,494,3057
1784660000.9053,490,3062
1784660000.9079,497,3036
1784660000.9105,493,3054
1784660000.9129,495,3036
1784660000.9156,513,3042
1784660000.9182,492,3064
1784660000.9210,496,3035
1784660000.9237,507,3063
1784660000.9260,494,3056
1784660000.9285,497,3031
1784660000.9313,499,3055
1784660000.9338,487,3055
1784660000.9360,493,3051
1784660000.9384,499,3029
1784660000.9407,503,3037
1784660000.9432,493,3058
1784660000.9459,506,3047
1784660000.9485,502,3067
1784660000.9508,497,3055
1784660000.9534,499,3055
1784660000.9557,496,3032
1784660000.9579,493,3051
1784660000.9603,490,3038
1784660000.9627,498,3073
1784660000.9651,503,3087
1784660000.9678,490,3059
1784660000.9702,502,3040
1784660000.9727,539,3046
1784660000.9755,502,3058
1784660000.9782,501,3084
1784660000.9807,509,3077
1784660000.9830,510,3064
1784660000.9854,503,3037
1784660000.9880,489,3048
1784660000.9905,496,3075
1784660000.9927,509,3049
1784660000.9953,497,3045
1784660000.9981,495,3066
1784660001.0008,503,3052
1784660001.0032,496,3061
1784660001.0572,493,3047
1784660001.0597,500,3089
1784660001.0622,499,3073
1784660001.0649,491,3060
1784660001.0677,500,3047
1784660001.0701,489,3039
1784660001.0724,496,3059
1784660001.0747,503,3044
1784660001.0771,502,3063
1784660001.0795,491,3055
1784660001.0821,504,3052
1784660001.0845,505,3059
1784660001.0870,516,3042
1784660001.0897,572,3046
1784660001.0922,501,3043
1784660001.0945,488,3057
1784660001.0971,500,3069
1784660001.0998,487,3069
1784660001.1022,511,3044
1784660001.1046,501,3040
1784660001.1073,500,3067
1784660001.1100,502,3051
1784660001.1127,501,3063
1784660001.1149,508,3036
1784660001.1176,503,3049
1784660001.1203,498,3057
1784660001.1228,495,3080
1784660001.1254,590,3076
1784660001.1281,500,3059
1784660001.1308,492,3036
1784660001.1331,496,3067
1784660001.1354,490,3037
1784660001.1377,495,3060
1784660001.1404,494,3057
1784660001.1430,499,3065
1784660001.1457,498,3043
1784660001.1480,496,3066
1784660001.1505,498,3056
1784660001.1531,493,3053
1784660001.1557,490,3034
1784660001.1581,498,3063
1784660001.1604,520,3069
1784660001.1627,488,3076
1784660001.1652,506,3017
1784660001.1678,493,3057
1784660001.1701,504,3027
1784660001.1727,497,3044
1784660001.1752,503,3063
1784660001.1779,498,3068
1784660001.1804,512,3053
1784660001.1827,507,3068
1784660001.2651,491,3041
1784660001.2677,495,3051
1784660001.2700,491,3057
1784660001.2727,497,3056
1784660001.2755,485,3055
1784660001.2780,490,3066
1784660001.2806,496,3051
1784660001.2828,506,3049
1784660001.3396,497,3079
1784660001.3421,494,3064
1784660001.3449,503,3037
1784660001.3471,507,3050
1784660001.3497,500,3071
1784660001.3524,500,3049
1784660001.3550,497,3042
1784660001.3575,497,3030
1784660001.3603,502,3038
1784660001.3627,503,3035
1784660001.3650,504,3055
1784660001.3672,501,3052
1784660001.3697,499,3037
1784660001.3721,502,3046
1784660001.3745,496,3071
1784660001.3767,500,3040
1784660001.3790,500,3039
1784660001.3816,496,3047
1784660001.3840,511,3018
1784660001.3865,498,3040
1784660001.3892,498,3061
1784660001.3918,494,3074
1784660001.3941,494,3058
1784660001.3966,494,3083
1784660001.3993,504,3042
1784660001.4015,500,3061
1784660001.4038,513,3057
1784660001.4061,494,3054
1784660001.4087,498,3058
1784660001.4827,497,3037
1784660001.4854,490,3056
1784660001.4881,501,3055
1784660001.4904,507,3050
1784660001.4930,487,3040
1784660001.4955,495,3059
1784660001.4983,501,3041
1784660001.5006,499,3055
1784660001.5032,500,3047
1784660001.5057,506,3054
1784660001.5084,513,3022
1784660001.5107,489,3090
1784660001.5131,507,3062
1784660001.5155,495,3022
1784660001.5178,498,3053
1784660001.5204,496,3043
1784660001.5227,490,3042
1784660001.5252,494,3054
1784660001.5276,502,3052
1784660001.5302,496,3045
1784660001.5325,485,3055
1784660001.5351,491,3022
1784660001.5374,493,3043
1784660001.5398,498,3029
1784660001.5422,501,3043
1784660001.5449,494,3045
1784660001.5472,502,3080
1784660001.5494,516,3051
1784660001.5517,492,3069
1784660001.5542,496,3054
1784660001.5569,503,3047
1784660001.5592,494,3043
1784660001.5615,493,3039
1784660001.5638,494,3052
1784660001.5664,500,3059
1784660001.5687,498,3043
1784660001.5715,498,3062
1784660001.5738,500,3048
1784660001.5762,489,3039
1784660001.5784,491,3028
1784660001.5811,494,3058
1784660001.5838,507,3055
1784660001.5863,503,3027
1784660001.5887,487,3044
1784660001.5912,490,3045
1784660001.5936,498,3050
1784660001.5964,495,3030
1784660001.5989,498,3057
1784660001.6012,490,3064
1784660001.6040,502,3030
1784660001.6065,500,3062
1784660001.6091,496,3014
1784660001.6114,501,3018
1784660001.6138,496,3023
1784660001.6166,504,3047
1784660001.6188,498,3050
1784660001.6213,570,3060
1784660001.6237,495,3057
1784660001.6259,511,3061
1784660001.6286,537,3059
1784660001.6310,502,3037
1784660001.6336,492,3046
1784660001.6363,488,3036
1784660001.6390,497,3050
1784660001.6413,500,3073
1784660001.6438,492,3062
1784660001.6462,496,3065
1784660001.6486,499,3036
1784660001.6514,505,3061
1784660001.6537,501,3050
1784660001.6563,497,3043
1784660001.6589,500,3042
1784660001.6615,502,3063
1784660001.6638,492,3069
1784660001.6661,499,3070
1784660001.6686,490,3039
1784660001.6713,500,3063
1784660001.6738,498,3049
1784660001.6762,498,3056
1784660001.6785,494,3060
1784660001.6807,498,3039
1784660001.6831,492,3034
1784660001.6854,501,3063
1784660001.6878,497,3039
1784660001.6904,498,3063
1784660001.6931,493,3043
1784660001.6954,505,3030
1784660001.6977,502,3041
1784660001.7003,501,3048
1784660001.7028,493,3043
1784660001.7053,504,3048
1784660001.7081,496,3058
1784660001.7104,504,3046
1784660001.7129,502,3057
1784660001.7152,503,3061
1784660001.7175,503,3034
1784660001.7202,481,3050
1784660001.7227,498,3055
1784660001.7255,492,3062
1784660001.7282,502,3057
1784660001.7306,498,3051
1784660001.7332,503,3059
1784660001.7360,492,3063
1784660001.7383,501,3055
1784660001.7408,501,3037
1784660001.7432,495,3055
1784660001.7458,489,3027
1784660001.7483,494,3045
1784660001.7510,499,3076
1784660001.7535,498,3040
1784660001.7560,500,3034
1784660001.7584,490,3037
1784660001.7607,503,3037
1784660001.7630,504,3062
1784660001.7657,493,3043
1784660001.7682,499,3066
1784660001.7706,495,3025
1784660001.8245,498,3054
1784660001.8269,501,3068
1784660001.8296,501,3063
1784660001.8322,513,3061
1784660001.8547,500,3060
1784660001.8573,504,3046
1784660001.8600,507,3019
1784660001.8625,493,3047
1784660001.8648,498,3059
1784660001.8670,500,3049
1784660001.8693,500,3068
1784660001.8715,490,3060
1784660001.8737,494,3059
1784660001.8761,503,3060
1784660001.8783,503,3075
1784660001.8810,493,3036
1784660001.8835,495,3038
1784660001.8857,500,3075
1784660001.8885,486,3060
1784660001.8912,500,3059
1784660001.8935,497,3029
1784660001.8962,494,3025
1784660001.8988,498,3064
1784660001.9011,496,3026
1784660001.9037,497,3050
1784660001.9065,496,3072
1784660001.9087,498,3044
1784660001.9114,487,3027
1784660001.9136,501,3058
1784660001.9164,498,3046
1784660001.9189,494,3047
1784660001.9211,500,3050
1784660001.9238,497,3058
1784660001.9263,497,3075
1784660001.9288,503,3063
1784660001.9314,495,3084
1784660001.9339,499,3060
1784660001.9366,497,3048
1784660001.9391,497,3053
1784660001.9414,578,3041
1784660001.9436,498,3040
1784660001.9460,502,3057
1784660001.9487,494,3074
1784660001.9514,499,3030
1784660001.9537,493,3041
1784660001.9562,488,3050
1784660001.9588,498,3048
1784660001.9614,491,3056
1784660001.9638,498,3020
1784660001.9661,496,3076
1784660001.9684,504,3036
1784660001.9712,501,3044
1784660001.9738,513,3056
1784660001.9763,509,3055
1784660001.9789,492,3091
1784660001.9815,496,3058
1784660001.9842,495,3052
1784660001.9867,498,3041
1784660001.9891,495,3050
1784660001.9918,495,3031
1784660001.9942,503,3034
1784660001.9969,489,3077
1784660001.9994,492,3075
1784660002.0020,498,3052
1784660002.0047,502,3068
1784660002.0070,494,3051
1784660002.0097,488,3033
1784660002.0125,494,3043
1784660002.0153,497,3051
1784660002.0175,502,3047
1784660002.0198,496,3052
1784660002.0225,502,3047
1784660002.0251,495,3025
1784660002.0274,489,3045
1784660002.0296,483,3056
1784660002.0324,507,3055
1784660002.0350,505,3033
1784660002.0375,499,3041
1784660002.0401,498,3066
1784660002.0428,500,3072
1784660002.0451,490,3060
1784660002.0477,505,3037
1784660002.0502,497,3046
1784660002.0525,497,3052
1784660002.0550,504,3047
1784660002.0575,492,3066
1784660002.0601,496,3061
1784660002.0626,502,3052
1784660002.0650,496,3045
1784660002.0675,578,3048
1784660002.0703,505,3040
1784660002.0725,501,3010
1784660002.0750,500,3080
1784660002.0776,487,3000
1784660002.0804,496,3042
1784660002.0828,503,3036
1784660002.0851,498,3032
1784660002.0876,500,3071
1784660002.0904,524,3082
1784660002.0926,506,3075
1784660002.0951,502,3057
1784660002.0978,509,3045
1784660002.1002,503,3060
1784660002.1029,504,3031
1784660002.1054,497,3067
1784660002.1078,500,3061
1784660002.1103,506,3060
1784660002.1127,495,3034
1784660002.1153,495,3064
1784660002.1177,496,3078
1784660002.1199,500,3037
1784660002.1221,498,3054
1784660002.1248,497,3077
1784660002.1272,502,3044
1784660002.1297,494,3057
1784660002.1320,502,3036
1784660002.1344,492,3064
1784660002.1371,488,3073
1784660002.1398,502,3046
1784660002.1423,496,3044
1784660002.1448,492,3074
1784660002.1475,501,3053
1784660002.1502,490,3054
1784660002.1527,502,3040
1784660002.1552,491,3027
1784660002.1579,502,3040
1784660002.1607,504,3052
1784660002.1632,501,3066
1784660002.1658,501,3034
1784660002.1684,493,3061
1784660002.1709,493,3041
1784660002.1734,500,3058
1784660002.1759,503,3058
1784660002.1785,505,3060
1784660002.1809,494,3050
1784660002.1834,502,3030
1784660002.1859,484,3049
1784660002.1886,486,3052
1784660002.1908,490,3029
1784660002.1932,486,3018
1784660002.1957,499,3060
1784660002.1983,497,3070
1784660002.2010,500,3042
1784660002.2033,499,3056
1784660002.2060,508,3055
1784660002.2084,500,3065
1784660002.2107,489,3044
1784660002.2130,487,3052
1784660002.2158,500,3059
1784660002.2185,507,3053
1784660002.2211,493,3035
1784660002.2234,495,3052
1784660002.2259,495,3025
1784660002.2285,498,3062
1784660002.2311,490,3053
1784660002.2333,509,3046
1784660002.2360,497,3041
1784660002.2386,497,3062
1784660002.2413,505,3055
1784660002.2439,493,3040
1784660002.2467,501,3069
1784660002.2493,502,3050
1784660002.2517,500,3059
1784660002.2541,510,3031
1784660002.2564,495,3057
1784660002.2591,492,3047
1784660002.2618,499,3028
1784660002.2645,496,3043
1784660002.2672,493,3052
1784660002.2700,493,3028
1784660002.2723,493,3055
1784660002.2745,500,3043
1784660002.2768,496,3040
1784660002.2795,491,3024
1784660002.2818,503,3037
1784660002.2842,499,3030
1784660002.2868,508,3053
1784660002.2892,490,3042
1784660002.2917,494,3054
1784660002.2942,498,3063
1784660002.2966,499,3045
1784660002.2988,494,3025
1784660002.3014,503,3041
1784660002.3037,504,3027
1784660002.3063,509,3031
1784660002.3085,495,3058
1784660002.3110,505,3064
1784660002.3135,495,3028
1784660002.3162,504,3034
1784660002.3188,509,3042
1784660002.3214,492,3028
1784660002.3239,501,3046
1784660002.3261,491,3044
1784660002.3285,493,3061
1784660002.3312,500,3043
1784660002.3338,493,3053
1784660002.3360,489,3046
1784660002.3384,490,3047
1784660002.3408,497,3019
1784660002.3433,499,3027
1784660002.3460,511,3050
1784660002.3482,497,3047
1784660002.3508,498,3059
1784660002.3533,490,3041
1784660002.3558,496,3060
1784660002.3584,499,3054
1784660002.3606,489,3046
1784660002.3629,500,3055
1784660002.3657,498,3041
1784660002.3680,500,3056
1784660002.3703,505,3038
1784660002.3730,500,3036
1784660002.3753,502,3068
1784660002.3779,499,3039
1784660002.3803,501,3068
1784660002.3826,495,3040
1784660002.3852,521,3062
1784660002.3879,486,3037
1784660002.3902,494,3049
1784660002.3927,505,3064
1784660002.3952,490,3049
1784660002.3977,501,3077
1784660002.4005,491,3037
1784660002.4031,512,3061
1784660002.4057,495,3051
1784660002.4085,507,3058
1784660002.4111,502,3052
1784660002.4137,497,3056
1784660002.4162,506,3034
1784660002.4189,493,3018
1784660002.4214,497,3032
1784660002.4238,501,3054
1784660002.4261,497,3042
1784660002.4286,491,3056
1784660002.4310,507,3037
1784660002.4336,504,3058
1784660002.4363,500,3070
1784660002.4388,492,3036
1784660002.4412,492,3059
1784660002.4438,502,3043
1784660002.4463,499,3073
1784660002.4487,497,3035
1784660002.4512,503,3048
1784660002.4538,493,3035
1784660002.4564,496,3046
1784660002.4590,495,3060
1784660002.5034,496,3076
1784660002.5057,499,3080
1784660002.5083,494,3040
1784660002.5110,495,3049
1784660002.5135,503,3066
1784660002.5162,489,3063
1784660002.5189,496,3045
1784660002.5216,499,3063
1784660002.5243,492,3051
1784660002.5270,500,3039
1784660002.5297,501,3035
1784660002.5324,498,3059
1784660002.5348,508,3045
1784660002.5374,490,3053
1784660002.5399,508,3046
1784660002.5423,494,3031
1784660002.5448,500,3036
1784660002.5471,496,3031
1784660002.5498,506,3055
1784660002.5521,492,3059
1784660002.5547,498,3062
1784660002.5570,497,3044
1784660002.5595,502,3028
1784660002.5618,493,3052
1784660002.5643,507,3045
1784660002.5666,500,3065
1784660002.5694,498,3062
1784660002.5716,502,3056
1784660002.5743,499,3028
1784660002.5767,499,3055
1784660002.5794,506,3047
1784660002.5817,499,3067
1784660002.5843,497,3137
1784660002.5870,495,3161
1784660002.5892,488,3191
1784660002.5920,500,3251
1784660002.5946,491,3253
1784660002.5974,499,3292
1784660002.5999,489,3322
1784660002.6021,503,3368
1784660002.6044,493,3408
1784660002.6071,498,3478
1784660002.6093,506,3431
1784660002.6121,505,3462
1784660002.6144,495,3487
1784660002.6169,496,3463
1784660002.6192,500,3538
1784660002.6215,503,3492
1784660002.6240,493,3491
1784660002.6266,493,3535
1784660002.6290,491,3549
1784660002.6663,494,3658
1784660002.6691,492,3587
1784660002.6713,489,3593
1784660002.6738,504,3607
1784660002.6761,499,3553
1784660002.6785,499,3590
1784660002.6810,502,3598
1784660002.6833,501,3604
1784660002.6859,508,3665
1784660002.6882,492,3705
1784660002.6906,500,3674
1784660002.6930,489,3669
1784660002.6954,504,3731
1784660002.6976,490,3711
1784660002.7002,497,3756
1784660002.7027,499,3700
1784660002.7051,504,3701
1784660002.7079,501,3677
1784660002.7107,496,3618
1784660002.7132,492,3743
1784660002.7157,501,3695
1784660002.7180,489,3739
1784660002.7204,489,3753
1784660002.7232,496,3795
1784660002.7914,503,3740
1784660002.7940,493,3704
1784660002.7967,496,3755
1784660002.7991,507,3704
1784660002.8014,501,3835
1784660002.8036,552,3751
1784660002.8058,494,3773
1784660002.8086,504,3871
1784660002.8110,501,3749
1784660002.8134,496,3706
1784660002.8157,509,3796
1784660002.8185,506,3693
1784660002.8207,492,3773
1784660002.8230,498,3802
1784660002.8254,500,3756
1784660002.8278,498,3833
1784660002.8303,485,3740
1784660002.8327,504,3767
1784660002.8353,501,3826
1784660002.8378,495,3818
1784660002.8406,493,3684
1784660002.8430,493,3740
1784660002.8456,490,3762
1784660002.8482,500,3705
1784660002.8508,490,3804
1784660002.8535,502,3768
1784660002.8558,491,3760
1784660002.8584,501,3853
1784660002.8606,495,3768
1784660002.8632,497,3792
1784660002.8658,500,3772
1784660002.8684,506,3841
1784660002.8709,492,3683
1784660002.8733,481,3816
1784660002.8755,506,3843
1784660002.8781,504,3704
1784660002.8807,493,3759
1784660002.8830,502,3731
1784660002.8852,496,3743
1784660002.8879,497,3803
1784660002.8901,494,3848
1784660002.8924,501,3889
1784660002.8952,497,3875
1784660002.8980,493,3872
1784660002.9007,498,3722
1784660002.9031,501,3723
1784660002.9054,500,3848
1784660002.9077,503,3751
1784660002.9099,503,3760
1784660002.9124,494,3789
1784660002.9152,504,3820
1784660002.9177,490,3806
1784660002.9202,497,3891
1784660002.9227,509,3818
1784660002.9251,498,3844
1784660002.9274,503,3690
1784660002.9300,498,3782
1784660002.9324,493,3789
1784660002.9351,499,3818
1784660002.9375,494,3844
1784660002.9398,506,3880
1784660002.9424,493,3758
1784660002.9448,493,3803
1784660002.9470,500,3815
1784660002.9497,499,3833
1784660002.9519,481,3852
1784660002.9544,496,3726
1784660002.9571,494,3842
1784660002.9597,494,3807
1784660002.9625,498,3792
1784660002.9650,501,3791
1784660002.9677,485,3827
1784660002.9699,495,3722
1784660002.9726,502,3847
1784660002.9749,499,3854
1784660002.9774,498,3761
1784660002.9798,501,3803
1784660002.9820,501,3835
1784660002.9847,500,3792
1784660002.9873,500,3739
1784660002.9898,502,3880
1784660002.9923,496,3780
1784660002.9948,506,3760
1784660002.9972,503,3852
1784660002.9998,479,3829
1784660003.0022,500,3781
1784660003.0049,510,3825
1784660003.0071,506,3817
1784660003.0094,496,3787
1784660003.0117,496,3822
1784660003.0144,498,3792
1784660003.0166,498,3851
1784660003.0191,499,3906
1784660003.0213,496,3788
1784660003.0239,500,3788
1784660003.0261,562,3827
1784660003.0287,502,3782
1784660003.0313,508,3809
1784660003.0337,504,3733
1784660003.0364,500,3807
1784660003.0391,500,3828
1784660003.0419,498,3799
1784660003.0442,501,3833
1784660003.0469,509,3774
1784660003.0492,494,3740
1784660003.0518,504,3836
1784660003.0545,497,3759
1784660003.0568,497,3855
1784660003.0595,506,3783
1784660003.0623,492,3787
1784660003.0651,489,3778
1784660003.0674,497,3800
1784660003.0699,509,3828
1784660003.0724,506,3720
1784660003.0751,510,3823
1784660003.0773,489,3797
1784660003.0797,488,3853
1784660003.0824,503,3800
1784660003.0851,496,3808
1784660003.0877,492,3747
1784660003.0901,487,3835
1784660003.0924,503,3813
1784660003.0951,498,3832
1784660003.0977,494,3732
1784660003.0999,493,3850
1784660003.1024,501,3782
1784660003.1050,503,3819
1784660003.1075,488,3783
1784660003.1098,501,3756
1784660003.1123,493,3787
1784660003.1146,495,3870
1784660003.1172,493,3827
1784660003.1196,482,3820
1784660003.1220,496,3737
1784660003.1244,496,3901
1784660003.1271,495,3763
1784660003.1296,489,3803
1784660003.1319,492,3819
1784660003.1342,505,3810
1784660003.1369,494,3757
1784660003.1395,489,3859
1784660003.1419,506,3794
1784660003.1443,510,3813
1784660003.1467,495,3839
1784660003.1491,504,3817
1784660003.1514,491,3811
1784660003.1541,491,3700
1784660003.1564,503,3733
1784660003.1590,493,3821
1784660003.1613,500,3803
1784660003.1640,564,3913
1784660003.1663,500,3837
1784660003.1690,501,3760
1784660003.1716,496,3814
1784660003.1741,500,3796
1784660003.1767,495,3778
1784660003.1791,491,3727
1784660003.1818,500,3854
1784660003.1846,502,3800
1784660003.1872,500,3775
1784660003.1894,495,3845
1784660003.1920,501,3817
1784660003.1944,497,3810
1784660003.1971,501,3834
1784660003.1996,498,3783
1784660003.2018,496,3689
1784660003.2040,500,3724
1784660003.2068,484,3802
1784660003.2090,497,3850
1784660003.2116,509,3797
1784660003.2140,494,3821
1784660003.2168,495,3862
1784660003.2193,502,3816
1784660003.2215,490,3793
1784660003.2238,488,3845
1784660003.2263,494,3712
1784660003.2286,494,3835
1784660003.2311,507,3728
1784660003.2337,500,3823
1784660003.2362,502,3828
1784660003.2388,508,3771
1784660003.2412,488,3806
1784660003.2435,508,3806
1784660003.2463,482,3868
1784660003.2490,494,3825
1784660003.2515,498,3815
1784660003.2542,505,3781
1784660003.2564,503,3788
1784660003.2592,500,3794
1784660003.2619,493,3773
1784660003.2646,502,3766
1784660003.3467,499,3859
1784660003.3489,491,3741
1784660003.3515,493,3822
1784660003.3539,494,3723
1784660003.3567,507,3735
1784660003.3590,500,3847
1784660003.3617,500,3776
1784660003.3644,504,3759
1784660003.3669,498,3822
1784660003.3693,497,3829
1784660003.3716,503,3761
1784660003.3742,499,3767
1784660003.3770,504,3882
1784660003.3796,509,3859
1784660003.3821,506,3838
1784660003.3845,498,3766
1784660003.3873,501,3770
1784660003.3900,509,3813
1784660003.3925,503,3815
1784660003.3951,488,3814
1784660003.3979,501,3701
1784660003.4002,506,3782
1784660003.4024,498,3839
1784660003.4051,495,3851
1784660003.4076,499,3782
1784660003.4103,497,3759
1784660003.4125,493,3847
1784660003.4153,490,3724
1784660003.4177,499,3770
1784660003.4202,492,3761
1784660003.4227,503,3762
1784660003.4250,495,3735
1784660003.4277,490,3729
1784660003.4303,492,3803
1784660003.4327,503,3770
1784660003.4354,501,3781
1784660003.4380,503,3882
1784660003.4404,503,3838
1784660003.4428,501,3767
