host_time_s,chA_raw,chB_env
1784657088.5637,497,3039
1784657088.5663,494,3026
1784657088.5688,491,3029
1784657088.5719,496,3036
1784657088.5758,497,3035
1784657088.5783,492,3029
1784657088.5808,493,3042
1784657088.5835,495,3023
1784657088.5861,494,3072
1784657088.6002,495,3047
1784657088.6046,497,3024
1784657088.6096,495,3041
1784657088.6197,495,3047
1784657088.6271,495,3042
1784657088.6340,495,3036
1784657088.6373,493,3031
1784657088.6400,491,3026
1784657088.6446,488,3018
1784657088.6481,488,3014
1784657088.6566,486,2988
1784657088.6630,492,3029
1784657088.6686,495,3044
1784657088.6750,495,3032
1784657088.6800,494,3027
1784657088.6879,494,3041
1784657088.6941,497,3056
1784657088.6982,497,3057
1784657088.7032,498,3057
1784657088.7088,497,3041
1784657088.7117,496,3042
1784657088.7155,496,3046
1784657088.7189,499,3069
1784657088.7222,500,3052
1784657088.7246,498,3044
1784657088.7269,502,3043
1784657088.7293,503,3072
1784657088.7316,494,3023
1784657088.7338,496,3038
1784657088.7367,497,3038
1784657088.7389,499,3057
1784657088.7418,498,3053
1784657088.7444,497,3057
1784657088.7473,497,3048
1784657088.7496,493,3044
1784657088.7570,492,3026
1784657088.7591,490,3037
1784657088.7612,495,3052
1784657088.7637,496,3052
1784657088.7664,504,3099
1784657088.7691,508,3097
1784657088.7726,507,3118
1784657088.7749,506,3083
1784657088.7774,502,3081
1784657088.7801,504,3084
1784657088.7829,503,3051
1784657088.7854,499,3064
1784657088.7882,498,3063
1784657088.7905,498,3037
1784657088.7926,498,3048
1784657088.7948,496,3037
1784657088.7968,495,3028
1784657088.7990,492,3015
1784657088.8014,495,3025
1784657088.8038,493,3038
1784657088.8066,499,3046
1784657088.8088,497,3029
1784657088.8129,497,3076
1784657088.8150,495,3042
1784657088.8172,492,3036
1784657088.8198,492,3026
1784657088.8221,488,3035
1784657088.8242,493,3025
1784657088.8264,492,3020
1784657088.8287,492,3024
1784657088.8310,491,3014
1784657088.8333,491,3006
1784657088.8361,492,3028
1784657088.8386,494,3021
1784657088.8408,493,3016
1784657088.8432,493,3040
1784657088.8454,496,3056
1784657088.8476,495,3053
1784657088.8500,507,3098
1784657088.8529,507,3049
1784657088.8577,505,3088
1784657088.8605,503,3080
1784657088.8626,501,3064
1784657088.8648,504,3059
1784657088.8668,500,3048
1784657088.8698,500,3057
1784657088.8728,502,3064
1784657088.8758,500,3057
1784657088.8791,499,3053
1784657088.8822,498,3049
1784657088.8846,497,3035
1784657088.8879,497,3045
1784657088.8913,498,3040
1784657088.8945,496,3037
1784657088.8977,495,3027
1784657088.9004,493,3077
1784657088.9029,492,3019
1784657088.9078,490,3017
1784657088.9107,490,3009
1784657088.9133,498,3078
1784657088.9158,501,3078
1784657088.9185,500,3054
1784657088.9217,500,3056
1784657088.9249,501,3054
1784657088.9278,502,3098
1784657088.9308,500,3079
1784657088.9334,498,3046
1784657088.9365,496,3039
1784657088.9393,494,3033
1784657088.9420,493,3025
1784657088.9450,493,3018
1784657088.9479,491,3004
1784657088.9522,494,3045
1784657088.9560,499,3062
1784657088.9587,500,3061
1784657088.9615,497,3058
1784657088.9644,495,3043
1784657088.9671,498,3065
1784657088.9700,498,3079
1784657088.9726,499,3055
1784657088.9749,500,3048
1784657088.9774,497,3041
1784657088.9800,497,3041
1784657088.9828,496,3033
1784657088.9857,492,3061
1784657088.9884,502,3086
1784657088.9909,503,3087
1784657088.9934,502,3078
1784657088.9962,505,3065
1784657088.9996,506,3003
1784657089.0025,499,3054
1784657089.0051,498,3044
1784657089.0078,492,3037
1784657089.0106,493,3033
1784657089.0135,489,3022
1784657089.0173,503,3062
1784657089.0196,499,3056
1784657089.0217,497,3043
1784657089.0238,497,3034
1784657089.0259,496,3027
1784657089.0284,497,3041
1784657089.0307,495,3035
1784657089.0329,493,3030
1784657089.0356,492,3027
1784657089.0379,492,3013
1784657089.0402,488,3010
1784657089.0425,495,3049
1784657089.0447,499,3080
1784657089.0474,500,3068
1784657089.0499,502,3073
1784657089.0525,500,3060
1784657089.0550,499,3055
1784657089.0573,498,3051
1784657089.0595,498,3042
1784657089.0638,496,3042
1784657089.0666,495,3025
1784657089.0694,493,3022
1784657089.0719,495,3042
1784657089.0745,499,3062
1784657089.0773,500,3053
1784657089.0803,506,3091
1784657089.0831,505,3085
1784657089.0857,503,3073
1784657089.0889,501,3051
1784657089.0924,500,3067
1784657089.0962,498,3053
1784657089.0992,497,3044
1784657089.1018,497,3037
1784657089.1044,494,3019
1784657089.1070,492,3029
1784657089.1120,493,3022
1784657089.1148,490,3016
1784657089.1175,496,3052
1784657089.1199,500,3090
1784657089.1225,501,3077
1784657089.1253,500,3079
1784657089.1280,500,3068
1784657089.1320,500,3046
1784657089.1356,500,3068
1784657089.1394,499,3046
1784657089.1432,497,3026
1784657089.1471,496,3032
1784657089.1510,493,3020
1784657089.1546,495,3028
1784657089.1576,493,3026
1784657089.1607,496,3045
1784657089.1635,500,3060
1784657089.1665,501,3050
1784657089.1699,501,3053
1784657089.1748,499,3048
1784657089.1775,497,3039
1784657089.1803,496,3032
1784657089.1828,494,3032
1784657089.1856,497,3039
1784657089.1891,498,3049
1784657089.1927,496,3041
1784657089.1956,498,3031
1784657089.1985,496,3032
1784657089.2010,501,3073
1784657089.2040,500,3066
1784657089.2066,501,3054
1784657089.2100,501,3052
1784657089.2136,501,3044
1784657089.2162,498,3072
1784657089.2204,503,3096
1784657089.2237,499,3070
1784657089.2265,498,3064
1784657089.2290,498,3053
1784657089.2315,498,3046
1784657089.2344,497,3042
1784657089.2377,501,3081
1784657089.2409,506,3071
1784657089.2441,505,3061
1784657089.2475,499,3056
1784657089.2500,500,3070
1784657089.2527,495,3043
1784657089.2554,499,3044
1784657089.2581,496,3026
1784657089.2608,502,3062
1784657089.2634,511,3117
1784657089.2659,511,3105
1784657089.2708,509,3083
1784657089.2735,509,3091
1784657089.2762,506,3087
1784657089.2787,502,3073
1784657089.2814,504,3038
1784657089.2847,499,3055
1784657089.2877,496,3053
1784657089.2911,499,3067
1784657089.2948,498,3036
1784657089.2983,497,3017
1784657089.3007,495,3026
1784657089.3033,492,3021
1784657089.3058,495,3040
1784657089.3084,489,3041
1784657089.3108,499,3073
1784657089.3145,498,3071
1784657089.3181,498,3065
1784657089.3207,499,3064
1784657089.3233,499,3055
1784657089.3258,497,3057
1784657089.3287,498,3057
1784657089.3317,498,3055
1784657089.3342,502,3068
1784657089.3374,501,3059
1784657089.3407,500,3050
1784657089.3442,499,3045
1784657089.3475,498,3065
1784657089.3500,494,3034
1784657089.3527,494,3031
1784657089.3552,493,3023
1784657089.3577,498,3056
1784657089.3605,503,3065
1784657089.3651,499,3059
1784657089.3678,498,3052
1784657089.3704,497,3049
1784657089.3729,500,3067
1784657089.3755,506,3086
1784657089.3791,501,3080
1784657089.3823,501,3059
1784657089.3850,499,3055
1784657089.3882,498,3056
1784657089.3917,494,3054
1784657089.3953,493,3044
1784657089.3985,492,3030
1784657089.4012,488,3047
1784657089.4037,492,3041
1784657089.4064,492,3036
1784657089.4111,491,3026
1784657089.4132,494,3046
1784657089.4151,495,3047
1784657089.4178,496,3048
1784657089.4206,495,3039
1784657089.4233,494,3035
1784657089.4267,493,3040
1784657089.4299,495,3048
1784657089.4332,497,3037
1784657089.4358,497,3046
1784657089.4392,498,3038
1784657089.4423,495,3028
1784657089.4454,494,3029
1784657089.4475,494,3005
1784657089.4496,495,3032
1784657089.4516,496,3038
1784657089.4538,496,3041
1784657089.4582,491,3068
1784657089.4604,497,3027
1784657089.4626,494,2992
1784657089.4647,491,3018
1784657089.4669,493,3035
1784657089.4692,493,3038
1784657089.4716,495,3036
1784657089.4736,498,3046
1784657089.4758,496,3051
1784657089.4779,495,3037
1784657089.4800,494,3028
1784657089.4821,494,3024
1784657089.4842,492,3028
1784657089.4867,492,3030
1784657089.4889,491,3029
1784657089.4910,491,3018
1784657089.4931,491,3051
1784657089.4952,496,3009
1784657089.4973,494,3040
1784657089.4994,494,3043
1784657089.5015,493,3025
1784657089.5062,491,3019
1784657089.5087,488,3009
1784657089.5112,493,3041
1784657089.5136,496,3068
1784657089.5162,500,3069
1784657089.5192,501,3061
1784657089.5221,500,3054
1784657089.5250,501,3050
1784657089.5277,498,3050
1784657089.5302,503,3068
1784657089.5327,501,3050
1784657089.5352,499,3067
1784657089.5378,499,3059
1784657089.5406,498,3053
1784657089.5434,497,3044
1784657089.5460,497,3038
1784657089.5488,496,3026
1784657089.5536,493,3023
1784657089.5563,494,3022
1784657089.5589,494,3045
1784657089.5614,496,3052
1784657089.5641,497,3045
1784657089.5671,498,3059
1784657089.5700,498,3057
1784657089.5725,499,3052
1784657089.5752,492,3036
1784657089.5785,492,3031
1784657089.5818,490,3042
1784657089.5845,491,3043
1784657089.5874,492,3021
1784657089.5905,491,3029
1784657089.5934,495,3030
1784657089.5961,492,3044
1784657089.6012,492,3019
1784657089.6032,489,3009
1784657089.6052,491,3025
1784657089.6072,497,3061
1784657089.6095,499,3070
1784657089.6118,500,3068
1784657089.6142,498,3069
1784657089.6165,498,3050
1784657089.6190,500,3057
1784657089.6215,498,3043
1784657089.6237,496,3028
1784657089.6259,494,3026
1784657089.6283,493,3026
1784657089.6306,491,3029
1784657089.6329,499,3065
1784657089.6351,499,3058
1784657089.6374,499,3055
1784657089.6398,500,3047
1784657089.6421,502,3055
1784657089.6474,497,3031
1784657089.6500,495,3043
1784657089.6529,502,3075
1784657089.6555,510,3062
1784657089.6580,506,3057
1784657089.6613,501,3062
1784657089.6647,501,3074
1784657089.6677,498,3052
1784657089.6708,499,3058
1784657089.6742,500,3057
1784657089.6777,498,3054
1784657089.6811,498,3048
1784657089.6839,498,3040
1784657089.6865,497,3033
1784657089.6890,493,3026
1784657089.6939,493,3021
1784657089.6967,491,3021
1784657089.6994,495,3032
1784657089.7020,497,3041
1784657089.7046,496,3074
1784657089.7073,505,3083
1784657089.7102,501,3078
1784657089.7131,501,3063
1784657089.7164,505,3058
1784657089.7190,500,3053
1784657089.7227,499,3044
1784657089.7255,499,3045
1784657089.7280,500,3056
1784657089.7309,500,3049
1784657089.7337,497,3042
1784657089.7364,495,3031
1784657089.7405,495,3051
1784657089.7435,493,3012
1784657089.7454,491,3016
1784657089.7474,489,3010
1784657089.7494,491,3021
1784657089.7515,503,3080
1784657089.7537,498,3057
1784657089.7561,502,3056
1784657089.7583,499,3055
1784657089.7604,501,3056
1784657089.7625,501,3038
1784657089.7646,497,3024
1784657089.7667,495,3023
1784657089.7692,496,3020
1784657089.7716,499,3033
1784657089.7737,495,3027
1784657089.7758,494,2999
1784657089.7779,493,3008
1784657089.7800,494,3038
1784657089.7821,494,3017
1784657089.7844,494,3021
1784657089.7908,494,3012
1784657089.7929,492,3029
1784657089.7949,496,3040
1784657089.7969,495,3041
1784657089.7991,494,3042
1784657089.8013,497,3029
1784657089.8035,494,3020
1784657089.8057,491,2995
1784657089.8078,494,3025
1784657089.8099,500,3054
1784657089.8121,501,3055
1784657089.8142,501,3057
1784657089.8163,501,3033
1784657089.8191,498,3050
1784657089.8219,498,3040
1784657089.8245,495,3030
1784657089.8269,494,3029
1784657089.8294,495,3042
1784657089.8324,496,3035
1784657089.8360,494,3033
1784657089.8400,497,3028
1784657089.8441,493,3053
1784657089.8481,491,3034
1784657089.8530,491,3028
1784657089.8551,491,3026
1784657089.8572,490,3040
1784657089.8591,497,3059
1784657089.8613,499,3051
1784657089.8636,495,3047
1784657089.8657,499,3063
1784657089.8678,510,3110
1784657089.8701,508,3074
1784657089.8723,506,3094
1784657089.8744,506,3108
1784657089.8765,501,3077
1784657089.8786,501,3071
1784657089.8808,501,3061
1784657089.8829,499,3044
1784657089.8851,498,3053
1784657089.8872,497,3047
1784657089.8893,496,3038
1784657089.8914,498,3043
1784657089.8935,497,3083
1784657089.8957,496,3038
1784657089.9006,494,3029
1784657089.9032,500,3066
1784657089.9056,498,3058
1784657089.9081,496,3059
1784657089.9107,496,3039
1784657089.9137,498,3059
1784657089.9167,499,3096
1784657089.9195,500,3047
1784657089.9223,498,3045
1784657089.9250,499,3037
1784657089.9277,495,3030
1784657089.9305,492,3025
1784657089.9330,492,3017
1784657089.9356,492,3026
1784657089.9382,491,3022
1784657089.9409,489,3015
1784657089.9471,493,3038
1784657089.9498,495,3029
1784657089.9527,500,3073
1784657089.9552,508,3059
1784657089.9579,501,3048
1784657089.9609,499,3036
1784657089.9641,498,3036
1784657089.9672,499,3050
1784657089.9700,498,3062
1784657089.9734,496,3038
1784657089.9768,494,3042
1784657089.9805,496,3058
1784657089.9834,498,3061
1784657089.9862,500,3064
1784657089.9889,499,3055
1784657089.9951,498,3050
1784657089.9976,498,3046
1784657090.0003,497,3041
1784657090.0030,497,3038
1784657090.0059,496,3030
1784657090.0089,492,3025
1784657090.0124,493,3026
1784657090.0157,493,3024
1784657090.0186,493,3026
1784657090.0221,492,3021
1784657090.0257,494,3039
1784657090.0292,494,3022
1784657090.0321,488,3024
1784657090.0349,489,3021
1784657090.0378,488,3017
1784657090.0410,494,3017
1784657090.0439,493,3018
1784657090.0467,502,3082
1784657090.0495,507,3093
1784657090.0522,501,3085
1784657090.0572,506,3074
1784657090.0592,501,3069
1784657090.0613,499,3048
1784657090.0634,498,3056
1784657090.0657,498,3050
1784657090.0681,497,3040
1784657090.0704,496,3034
1784657090.0726,502,3062
1784657090.0749,499,3055
1784657090.0771,498,3049
1784657090.0794,497,3044
1784657090.0818,499,3051
1784657090.0845,498,3056
1784657090.0870,499,3062
1784657090.0894,498,3044
1784657090.0916,497,3041
1784657090.0938,497,3038
1784657090.0961,495,3031
1784657090.0984,498,3044
1784657090.1007,496,3041
1784657090.1060,488,3031
1784657090.1087,489,3027
1784657090.1115,488,3025
1784657090.1140,490,3032
1784657090.1169,490,3025
1784657090.1199,497,3031
1784657090.1231,494,3026
1784657090.1264,497,3048
1784657090.1296,499,3043
1784657090.1323,496,3052
1784657090.1352,499,3050
1784657090.1379,498,3047
1784657090.1405,498,3041
1784657090.1432,497,3034
1784657090.1457,495,3033
1784657090.1507,493,3021
1784657090.1528,505,3097
1784657090.1548,501,3090
1784657090.1569,499,3082
1784657090.1590,499,3069
1784657090.1615,499,3064
1784657090.1637,500,3060
1784657090.1660,497,3050
1784657090.1688,502,3070
1784657090.1711,501,3079
1784657090.1734,498,3056
1784657090.1757,498,3050
1784657090.1779,497,3043
1784657090.1802,496,3037
1784657090.1825,497,3031
1784657090.1848,497,3052
1784657090.1870,513,3137
1784657090.1892,512,3129
1784657090.1915,514,3109
1784657090.1937,512,3122
1784657090.1989,512,3153
1784657090.2018,511,3101
1784657090.2046,512,3094
1784657090.2072,511,3087
1784657090.2098,509,3082
1784657090.2125,502,3073
1784657090.2157,503,3063
1784657090.2188,500,3068
1784657090.2221,498,3054
1784657090.2261,498,3049
1784657090.2297,495,3053
1784657090.2322,497,3043
1784657090.2350,497,3030
1784657090.2375,497,3034
1784657090.2401,499,3044
1784657090.2451,498,3044
1784657090.2472,497,3044
1784657090.2494,497,3047
1784657090.2516,497,3044
1784657090.2536,496,3037
1784657090.2559,495,3032
1784657090.2582,493,3028
1784657090.2605,492,3022
1784657090.2627,490,2968
1784657090.2649,490,3008
1784657090.2675,494,3042
1784657090.2700,492,3036
1784657090.2724,496,3047
1784657090.2746,497,3052
1784657090.2769,497,3058
1784657090.2791,496,3055
1784657090.2815,496,3047
1784657090.2837,498,3041
1784657090.2860,494,3032
1784657090.2883,494,3033
1784657090.2930,493,3034
1784657090.2953,492,3021
1784657090.2976,493,3010
1784657090.2999,491,3014
1784657090.3023,488,3005
1784657090.3051,491,3022
1784657090.3074,492,3027
1784657090.3097,494,3035
1784657090.3119,496,3042
1784657090.3142,495,3036
1784657090.3166,494,3036
1784657090.3194,492,3010
1784657090.3219,490,3023
1784657090.3242,496,3077
1784657090.3264,498,3060
1784657090.3286,497,3053
1784657090.3309,498,3058
1784657090.3333,496,3032
1784657090.3355,494,3032
1784657090.3404,494,3030
1784657090.3427,504,3094
1784657090.3451,513,3163
1784657090.3474,516,3151
1784657090.3498,516,3138
1784657090.3523,517,3134
1784657090.3546,518,3128
1784657090.3569,515,3120
1784657090.3591,514,3113
1784657090.3614,512,3105
1784657090.3637,512,3091
1784657090.3659,511,3103
1784657090.3689,510,3085
1784657090.3713,506,3079
1784657090.3735,506,3063
1784657090.3757,503,3061
1784657090.3781,499,3055
1784657090.3804,499,3038
1784657090.3827,497,3037
1784657090.3876,496,3035
1784657090.3899,498,3053
1784657090.3922,479,3040
1784657090.3945,483,3039
1784657090.3970,486,3028
1784657090.3993,486,3022
1784657090.4020,491,3047
1784657090.4044,494,3051
1784657090.4066,496,3079
1784657090.4089,505,3087
1784657090.4111,506,3093
1784657090.4135,508,3086
1784657090.4161,505,3090
1784657090.4184,503,3067
1784657090.4207,503,3056
1784657090.4229,499,3062
1784657090.4251,494,3049
1784657090.4275,500,3044
1784657090.4297,500,3051
1784657090.4353,498,3034
1784657090.4381,496,3030
1784657090.4409,495,3024
1784657090.4435,500,3034
1784657090.4462,501,3027
1784657090.4485,504,3047
1784657090.4512,499,3038
1784657090.4541,496,3033
1784657090.4567,492,3024
1784657090.4591,487,3026
1784657090.4618,489,3015
1784657090.4650,490,3011
1784657090.4682,490,3020
1784657090.4711,494,3043
1784657090.4738,496,3048
1784657090.4762,496,3048
1784657090.4813,502,3087
1784657090.4841,506,3096
1784657090.4869,509,3088
1784657090.4895,505,3092
1784657090.4921,506,3071
1784657090.4951,500,3067
1784657090.4981,503,3052
1784657090.5011,499,3045
1784657090.5045,497,3042
1784657090.5085,497,3045
1784657090.5124,496,3030
1784657090.5154,495,3029
1784657090.5180,492,3018
1784657090.5206,491,3023
1784657090.5231,496,3049
1784657090.5284,498,3041
1784657090.5304,497,3036
1784657090.5324,493,3028
1784657090.5346,495,3040
1784657090.5367,498,3060
1784657090.5391,506,3095
1784657090.5414,509,3099
1784657090.5437,509,3072
1784657090.5459,507,3074
1784657090.5482,504,3071
1784657090.5506,500,3051
1784657090.5532,502,3063
1784657090.5555,496,3052
1784657090.5578,495,3038
1784657090.5601,495,3059
1784657090.5624,495,3032
1784657090.5646,496,3030
1784657090.5671,494,3048
1784657090.5694,491,3002
1784657090.5716,493,3043
1784657090.5769,496,3047
1784657090.5797,497,3049
1784657090.5824,495,3043
1784657090.5850,497,3036
1784657090.5876,496,3053
1784657090.5902,497,3052
1784657090.5934,495,3029
1784657090.5969,492,3029
1784657090.6005,491,3018
1784657090.6037,490,3023
1784657090.6074,490,3020
1784657090.6109,492,3018
1784657090.6144,488,3017
1784657090.6170,492,3022
1784657090.6227,490,3023
1784657090.6248,494,3058
1784657090.6268,498,3059
1784657090.6290,499,3062
1784657090.6311,498,3057
1784657090.6335,496,3052
1784657090.6362,497,3035
1784657090.6387,494,3040
1784657090.6418,497,3038
1784657090.6457,493,3032
1784657090.6498,492,3029
1784657090.6524,493,3035
1784657090.6563,490,3027
1784657090.6606,491,3023
1784657090.6645,490,3015
1784657090.6706,489,3022
1784657090.6732,492,3027
1784657090.6757,493,3043
1784657090.6781,494,3028
1784657090.6807,493,3029
1784657090.6833,492,3023
1784657090.6863,489,3021
1784657090.6893,491,3023
1784657090.6919,492,3030
1784657090.6948,490,3038
1784657090.6975,492,3028
1784657090.7004,498,3089
1784657090.7029,508,3117
1784657090.7054,509,3117
1784657090.7079,509,3099
1784657090.7105,509,3138
1784657090.7131,508,3115
1784657090.7181,506,3143
1784657090.7201,504,3070
1784657090.7221,501,3058
1784657090.7241,501,3054
1784657090.7262,501,3064
1784657090.7285,498,3042
1784657090.7306,497,3037
1784657090.7327,500,3066
1784657090.7351,498,3050
1784657090.7372,497,3053
1784657090.7393,482,3045
1784657090.7414,485,3041
1784657090.7437,489,3038
1784657090.7460,490,3043
1784657090.7484,488,3023
1784657090.7507,491,3022
1784657090.7529,489,3061
1784657090.7551,491,3040
1784657090.7574,490,3033
1784657090.7597,488,3020
1784657090.7655,491,3029
1784657090.7683,491,3024
1784657090.7709,493,3023
1784657090.7734,493,3025
1784657090.7760,490,3030
1784657090.7784,494,3027
1784657090.7806,487,3036
1784657090.7827,490,3016
1784657090.7850,489,3004
1784657090.7875,491,3007
1784657090.7897,491,3031
1784657090.7921,496,3051
1784657090.7948,502,3056
1784657090.7972,495,3026
1784657090.7995,494,3050
1784657090.8018,496,3072
1784657090.8041,498,3061
1784657090.8064,498,3058
1784657090.8105,498,3048
1784657090.8143,498,3045
1784657090.8170,493,3028
1784657090.8195,494,3027
1784657090.8220,494,3020
1784657090.8248,489,3015
1784657090.8276,497,3055
1784657090.8312,499,3060
1784657090.8345,500,3068
1784657090.8377,501,3055
1784657090.8408,502,3034
1784657090.8440,497,3065
1784657090.8471,496,3054
1784657090.8498,495,3040
1784657090.8525,496,3036
1784657090.8552,493,3026
1784657090.8617,493,3024
1784657090.8643,493,3039
1784657090.8672,493,3036
1784657090.8708,492,3022
1784657090.8751,491,3017
1784657090.8782,491,3023
1784657090.8808,494,3016
1784657090.8832,492,3023
1784657090.8859,502,3109
1784657090.8889,505,3087
1784657090.8918,502,3081
1784657090.8946,504,3071
1784657090.8971,501,3064
1784657090.8997,503,3106
1784657090.9028,500,3063
1784657090.9056,500,3058
1784657090.9085,500,3057
1784657090.9111,499,3042
1784657090.9138,497,3030
1784657090.9163,496,3028
1784657090.9200,494,3032
1784657090.9239,498,3056
1784657090.9259,501,3073
1784657090.9279,508,3084
1784657090.9301,507,3083
1784657090.9324,505,3092
1784657090.9347,503,3064
1784657090.9369,501,3032
1784657090.9390,500,3043
1784657090.9410,500,3048
1784657090.9432,499,3039
1784657090.9454,497,3038
1784657090.9475,494,3023
1784657090.9497,494,3018
1784657090.9524,498,3049
1784657090.9544,496,3046
1784657090.9566,505,3045
1784657090.9587,500,3061
1784657090.9608,499,3056
1784657090.9628,496,3045
1784657090.9650,496,3040
1784657090.9707,497,3060
1784657090.9734,497,3074
1784657090.9762,497,3051
1784657090.9787,496,3117
1784657090.9814,495,3009
1784657090.9840,492,3034
1784657090.9868,495,3025
1784657090.9894,497,3045
1784657090.9925,498,3059
1784657090.9960,498,3073
1784657090.9992,498,3048
1784657091.0022,498,3047
1784657091.0048,498,3031
1784657091.0072,496,3012
1784657091.0098,497,3042
1784657091.0125,498,3042
1784657091.0176,498,3048
1784657091.0198,494,3037
1784657091.0219,496,3036
1784657091.0240,495,3025
1784657091.0261,495,3022
1784657091.0286,489,3061
1784657091.0309,494,3040
1784657091.0335,498,3050
1784657091.0361,505,3061
1784657091.0384,507,3091
1784657091.0406,505,3061
1784657091.0428,501,3087
1784657091.0451,509,3065
1784657091.0474,502,3056
1784657091.0497,499,3050
1784657091.0519,497,3042
1784657091.0542,495,3037
1784657091.0565,497,3051
1784657091.0587,499,3053
1784657091.0627,497,3040
1784657091.0666,497,3033
1784657091.0694,494,2998
1784657091.0719,496,3048
1784657091.0746,495,3055
1784657091.0775,492,3030
1784657091.0803,493,3025
1784657091.0834,485,3041
1784657091.0864,489,3034
1784657091.0900,490,3027
1784657091.0932,491,3023
1784657091.0966,490,3014
1784657091.0990,497,3050
1784657091.1015,497,3053
1784657091.1040,497,3050
1784657091.1065,496,3043
1784657091.1118,495,3038
1784657091.1138,493,3034
1784657091.1159,488,3024
1784657091.1180,486,3020
1784657091.1201,489,3030
1784657091.1226,491,3042
1784657091.1248,490,3016
1784657091.1270,490,3027
1784657091.1293,495,3046
1784657091.1315,495,3037
1784657091.1342,497,3056
1784657091.1369,497,3059
1784657091.1391,502,3062
1784657091.1415,499,3068
1784657091.1437,499,3061
1784657091.1460,498,3052
1784657091.1484,495,3045
1784657091.1507,495,3043
1784657091.1530,493,3032
1784657091.1582,493,3023
1784657091.1610,492,3029
1784657091.1637,494,3041
1784657091.1662,493,3051
1784657091.1688,498,3059
1784657091.1719,498,3062
1784657091.1749,497,3052
1784657091.1782,497,3018
1784657091.1809,497,3043
1784657091.1837,495,3016
1784657091.1867,498,3058
1784657091.1899,499,3050
1784657091.1934,498,3047
1784657091.1965,497,3043
1784657091.1990,495,3010
1784657091.2016,493,3023
1784657091.2070,492,3021
1784657091.2099,492,3020
1784657091.2127,492,3043
1784657091.2152,492,3044
1784657091.2178,493,3030
1784657091.2205,494,3036
1784657091.2229,493,3038
1784657091.2259,492,3029
1784657091.2288,493,2999
1784657091.2314,491,3009
1784657091.2339,493,3027
1784657091.2367,492,3030
1784657091.2394,490,3034
1784657091.2420,491,3039
1784657091.2449,492,3038
1784657091.2474,491,3038
1784657091.2531,493,3029
1784657091.2557,491,3026
1784657091.2582,490,3019
1784657091.2606,493,3027
1784657091.2632,491,3024
1784657091.2658,490,3017
1784657091.2686,495,3027
1784657091.2716,495,3025
1784657091.2743,496,3038
1784657091.2771,496,3039
1784657091.2800,494,3034
1784657091.2826,490,3018
1784657091.2851,492,3030
1784657091.2876,498,3046
1784657091.2903,497,3083
1784657091.2927,501,3085
1784657091.2952,501,3070
1784657091.3026,501,3062
1784657091.3049,505,3051
1784657091.3074,503,3060
1784657091.3099,499,3033
1784657091.3125,498,3019
